uniq_id,name,name_s,season,Premiere,Episode,episode_duration,channel,permission,writer,actor1,actor2,actor3,genre1,genre2,genre3,genre4,genre5,aka1,aka2,aka3,country,language,IMDb,score,review,5star,4star,3star,2star,1star
https://www.douban.com/doubanapp/dispatch?uri=/tv/35278987,我是特优声,我是特优声,,2020-12-19,10,180分钟,哔哩哔哩,VIP免费观看,,李诚儒,边江,吴磊, 真人秀,,,,,,,,中国大陆,汉语普通话,tt18952896,7.8,11228,24.3%,24.3%,21.5%,6.6%,1.0%
https://www.douban.com/doubanapp/dispatch?uri=/tv/33406300,局部 第三季,局部,,2020-01-08,12,28分钟,优酷视频,免费观看,,陈丹青,,, 脱口秀,,,,, 局部3,,,中国大陆,汉语普通话,,9.6,11732,80.8%,80.8%,1.6%,0.0%,0.2%
https://www.douban.com/doubanapp/dispatch?uri=/tv/33446498,不完美的她,不完美的她,,2020-03-27,22,35分钟,爱奇艺视频,VIP免费观看, 路怡,周迅,黄觉,惠英红, 犯罪,,,,, 母亲中国版,第三种人类,,中国大陆,汉语普通话,tt11840972,6.0,58991,11.3%,11.3%,39.9%,24.8%,6.9%
https://www.douban.com/doubanapp/dispatch?uri=/tv/33446498,不完美的她,不完美的她,,2020-03-27,22,35分钟,腾讯视频,VIP免费观看, 路怡,周迅,黄觉,惠英红, 犯罪,,,,, 母亲中国版,第三种人类,,中国大陆,汉语普通话,tt11840972,6.0,58991,11.3%,11.3%,39.9%,24.8%,6.9%
https://www.douban.com/doubanapp/dispatch?uri=/tv/33446498,不完美的她,不完美的她,,2020-03-27,22,35分钟,央视频,VIP免费观看, 路怡,周迅,黄觉,惠英红, 犯罪,,,,, 母亲中国版,第三种人类,,中国大陆,汉语普通话,tt11840972,6.0,58991,11.3%,11.3%,39.9%,24.8%,6.9%
https://www.douban.com/doubanapp/dispatch?uri=/tv/30291081,非常目击,非常目击,,2020-08-18,12,45分钟,爱奇艺视频,VIP免费观看, 杨苗,宋洋,袁文康,尤靖茹, 剧情,悬疑,犯罪,,, 夜雨雾,,,中国大陆,汉语普通话,tt12477934,5.4,22538,3.4%,3.4%,43.1%,31.7%,9.4%
https://www.douban.com/doubanapp/dispatch?uri=/tv/34943568,全职法师 第四季,全职法师,4,2020-05-27,12,18分钟,腾讯视频,VIP免费观看, 阿达,黑石稔,冯骏骅,鬼月, 动画,奇幻,,,, 全职法师4,Full-Time Magister 4,,中国大陆,汉语普通话,,6.6,1769,11.2%,11.2%,47.7%,14.0%,1.9%
https://www.douban.com/doubanapp/dispatch?uri=/tv/34431574,拜托了冰箱 第六季,拜托了冰箱,6,2020-04-28,10,85分钟,腾讯视频,VIP免费观看,,何炅,王嘉尔,魏大勋, 真人秀,,,,, 拜托了冰箱(中国版) 第六季,Go Fridge! Season 6,Go Fridge Ⅵ,中国大陆,汉语普通话,tt14848318,7.0,21800,9.6%,9.6%,45.3%,5.2%,1.8%
https://www.douban.com/doubanapp/dispatch?uri=/tv/35070918,中餐厅 第四季,中餐厅,,2020-07-31,12,93分钟,芒果TV,免费观看,,黄晓明,赵丽颖,张亮, 真人秀,,,,, 中餐厅4,China Restaurant Season 4,,中国大陆,汉语普通话,,5.0,11686,2.9%,2.9%,39.2%,34.7%,14.7%
https://www.douban.com/doubanapp/dispatch?uri=/tv/30484515,凶案现场,凶案现场,,2020-04-10,12,32分钟,爱奇艺视频,VIP免费观看, 许敌,王青,刘怡潼,李欣燃, 爱情,,,,, 看不清的真相,The Truth,,中国大陆,汉语普通话,tt12193104,5.9,11419,4.2%,4.2%,55.2%,20.8%,4.2%
https://www.douban.com/doubanapp/dispatch?uri=/tv/35223960,万圣街2,万圣街2,2,2020-10-14,12,6分钟,腾讯视频,VIP免费观看,,藤新 Xin Teng,张震 Zhen Zhang,, 动画,,,,, 万圣街动画 第二季,,,中国大陆,汉语普通话,,8.4,2197,34.6%,34.6%,12.1%,0.0%,0.0%
https://www.douban.com/doubanapp/dispatch?uri=/tv/35223960,万圣街2,万圣街2,2,2020-10-14,12,6分钟,哔哩哔哩,VIP免费观看,,藤新 Xin Teng,张震 Zhen Zhang,, 动画,,,,, 万圣街动画 第二季,,,中国大陆,汉语普通话,,8.4,2197,34.6%,34.6%,12.1%,0.0%,0.0%
https://www.douban.com/doubanapp/dispatch?uri=/tv/27620914,如果国宝会说话 第三季,如果国宝会说话,3,2020-06-13,25,5分钟,腾讯视频,免费观看,,,,, 纪录片,短片,,,,,,,中国大陆,汉语普通话,,9.4,8119,74.0%,74.0%,2.8%,0.2%,0.0%
https://www.douban.com/doubanapp/dispatch?uri=/tv/27620914,如果国宝会说话 第三季,如果国宝会说话,3,2020-06-13,25,5分钟,哔哩哔哩,VIP免费观看,,,,, 纪录片,短片,,,,,,,中国大陆,汉语普通话,,9.4,8119,74.0%,74.0%,2.8%,0.2%,0.0%
https://www.douban.com/doubanapp/dispatch?uri=/tv/27620914,如果国宝会说话 第三季,如果国宝会说话,3,2020-06-13,25,5分钟,央视频,VIP免费观看,,,,, 纪录片,短片,,,,,,,中国大陆,汉语普通话,,9.4,8119,74.0%,74.0%,2.8%,0.2%,0.0%
https://www.douban.com/doubanapp/dispatch?uri=/tv/35131116,喜羊羊与灰太狼之异国大营救,喜羊羊与灰太狼之异国大营救,,2020-07-17,60,15分钟,腾讯视频,VIP免费观看,,祖晴,梁颖,, 剧情,喜剧,动画,,, 喜羊羊与灰太狼之羊村守护者3,,,中国大陆,汉语普通话,,,,,,,,
https://www.douban.com/doubanapp/dispatch?uri=/tv/35131116,喜羊羊与灰太狼之异国大营救,喜羊羊与灰太狼之异国大营救,,2020-07-17,60,15分钟,芒果TV,免费观看,,祖晴,梁颖,, 剧情,喜剧,动画,,, 喜羊羊与灰太狼之羊村守护者3,,,中国大陆,汉语普通话,,,,,,,,
https://www.douban.com/doubanapp/dispatch?uri=/tv/35131116,喜羊羊与灰太狼之异国大营救,喜羊羊与灰太狼之异国大营救,,2020-07-17,60,15分钟,优酷视频,VIP免费观看,,祖晴,梁颖,, 剧情,喜剧,动画,,, 喜羊羊与灰太狼之羊村守护者3,,,中国大陆,汉语普通话,,,,,,,,
https://www.douban.com/doubanapp/dispatch?uri=/tv/6710009,仲夏满天心,仲夏满天心,,2020-08-28,24,40分钟,芒果TV,免费观看, 西小芹,杨超越,许魏洲,施诗, 剧情,爱情,,,, 浪漫满屋,新浪漫满屋,心动满屋,中国大陆,汉语普通话,tt11307038,6.2,23203,32.6%,32.6%,19.4%,19.4%,21.1%
https://www.douban.com/doubanapp/dispatch?uri=/tv/6710009,仲夏满天心,仲夏满天心,,2020-08-28,24,40分钟,腾讯视频,VIP免费观看, 西小芹,杨超越,许魏洲,施诗, 剧情,爱情,,,, 浪漫满屋,新浪漫满屋,心动满屋,中国大陆,汉语普通话,tt11307038,6.2,23203,32.6%,32.6%,19.4%,19.4%,21.1%
https://www.douban.com/doubanapp/dispatch?uri=/tv/34779682,迷雾追踪,迷雾追踪,,2020-12-11,24,45分钟,优酷视频,VIP免费观看, 余庆,蒋勤勤,周游,田小洁, 剧情,悬疑,犯罪,,,,,,中国大陆,汉语普通话,tt13618732,6.7,26280,10.5%,10.5%,41.8%,11.1%,3.9%
https://www.douban.com/doubanapp/dispatch?uri=/tv/34880044,小风暴之时间的玫瑰,小风暴之时间的玫瑰,,2020-12-02,40,45分钟,腾讯视频,VIP免费观看, 潘晓晨,胡一天,乔欣,郑好, 剧情,爱情,,,,,,,中国大陆,汉语普通话,tt13568876,5.5,23656,6.3%,6.3%,42.6%,28.4%,10.4%
https://www.douban.com/doubanapp/dispatch?uri=/tv/30279835,瞄准,瞄准,,2020-10-09,57,45分钟,腾讯视频,VIP免费观看, 黄晖,黄轩,陈赫,杨采钰, 剧情,动作,,,, Sniper,,,中国大陆,汉语普通话,tt11237916,5.9,28655,7.3%,7.3%,42.7%,21.9%,8.2%
https://www.douban.com/doubanapp/dispatch?uri=/tv/30279835,瞄准,瞄准,,2020-10-09,57,45分钟,爱奇艺视频,VIP免费观看, 黄晖,黄轩,陈赫,杨采钰, 剧情,动作,,,, Sniper,,,中国大陆,汉语普通话,tt11237916,5.9,28655,7.3%,7.3%,42.7%,21.9%,8.2%
https://www.douban.com/doubanapp/dispatch?uri=/tv/30279835,瞄准,瞄准,,2020-10-09,57,45分钟,优酷视频,VIP免费观看, 黄晖,黄轩,陈赫,杨采钰, 剧情,动作,,,, Sniper,,,中国大陆,汉语普通话,tt11237916,5.9,28655,7.3%,7.3%,42.7%,21.9%,8.2%
https://www.douban.com/doubanapp/dispatch?uri=/tv/30279835,瞄准,瞄准,,2020-10-09,57,45分钟,芒果TV,VIP免费观看, 黄晖,黄轩,陈赫,杨采钰, 剧情,动作,,,, Sniper,,,中国大陆,汉语普通话,tt11237916,5.9,28655,7.3%,7.3%,42.7%,21.9%,8.2%
https://www.douban.com/doubanapp/dispatch?uri=/tv/35022487,我要这样生活,我要这样生活,,2020-05-08,12,100分钟,,, 郑雄杰,李璐尔,谢楠,杨迪, 真人秀,,,,,,,,中国大陆,汉语普通话,,6.4,8213,4.8%,4.8%,60.2%,8.4%,2.8%
https://www.douban.com/doubanapp/dispatch?uri=/tv/34943625,少年梦游记,少年梦游记,,2020-01-09,12,40分钟,,,,马嘉祺,丁程鑫,宋亚轩, 真人秀,,,,,,,,中国大陆,汉语普通话,,7.8,4063,32.3%,32.3%,20.5%,6.8%,3.1%
https://www.douban.com/doubanapp/dispatch?uri=/tv/35132777,汉化日记 第二季,汉化日记,,2020-11-15,12,14分钟,哔哩哔哩,VIP免费观看, 卢恒宇,乔菲菲,皇贞季,藤新, 动画,短片,奇幻,,,,,,中国大陆,汉语普通话,,8.7,9915,47.8%,47.8%,12.3%,0.5%,0.0%
https://www.douban.com/doubanapp/dispatch?uri=/tv/34793517,黑白禁区,黑白禁区,,2020-12-16,44,45分钟,腾讯视频,VIP免费观看, 赵浚凯,欧豪,刘晓洁,徐洪浩, 犯罪,,,,, The Penalty Zone,,,中国大陆,汉语普通话,tt13599000,4.9,10478,4.7%,4.7%,27.9%,31.8%,24.0%
https://www.douban.com/doubanapp/dispatch?uri=/tv/34793517,黑白禁区,黑白禁区,,2020-12-16,44,45分钟,爱奇艺视频,VIP免费观看, 赵浚凯,欧豪,刘晓洁,徐洪浩, 犯罪,,,,, The Penalty Zone,,,中国大陆,汉语普通话,tt13599000,4.9,10478,4.7%,4.7%,27.9%,31.8%,24.0%
https://www.douban.com/doubanapp/dispatch?uri=/tv/34793517,黑白禁区,黑白禁区,,2020-12-16,44,45分钟,优酷视频,VIP免费观看, 赵浚凯,欧豪,刘晓洁,徐洪浩, 犯罪,,,,, The Penalty Zone,,,中国大陆,汉语普通话,tt13599000,4.9,10478,4.7%,4.7%,27.9%,31.8%,24.0%
https://www.douban.com/doubanapp/dispatch?uri=/tv/34911499,破茧,破茧,,2020-11-03,24,45分钟,优酷视频,VIP免费观看, 李京东,张耀,楚月,马可, 悬疑,犯罪,,,, 虫探,,,中国大陆,汉语普通话,tt13364912,5.6,12544,3.7%,3.7%,50.6%,26.3%,7.0%
https://www.douban.com/doubanapp/dispatch?uri=/tv/30361963,成化十四年,成化十四年,,2020-04-01,48,50分钟,爱奇艺视频,VIP免费观看, 邵天,官鸿,傅孟柏,刘耀元, 剧情,古装,,,, The Sleuth of the Ming Dynasty,,,中国大陆,汉语普通话,tt12179254,5.8,25745,8.1%,8.1%,35.7%,25.4%,11.4%
https://www.douban.com/doubanapp/dispatch?uri=/tv/33475999,99分女朋友,99分女朋友,,2020-06-17,24,47分钟,优酷视频,VIP免费观看, 南镇,赵弈钦,厉嘉琪,蒲萄, 爱情,,,,, 我的精分女友,,,中国大陆,汉语普通话,tt12470784,6.1,14520,5.8%,5.8%,51.7%,18.4%,4.8%
https://www.douban.com/doubanapp/dispatch?uri=/tv/35208373,少年ON FIRE,少年ON,1,2020-09-26,7,90分钟,,,,马嘉祺,丁程鑫,宋亚轩, 真人秀,,,,,,,,中国大陆,汉语普通话,,8.7,5957,51.0%,51.0%,14.3%,4.1%,0.0%
https://www.douban.com/doubanapp/dispatch?uri=/tv/34943032,非正式会谈 第六季,非正式会谈,,2020-01-17,12,90分钟,哔哩哔哩,VIP免费观看, 韩世珏,大左,杨迪,陈超, 脱口秀,,,,, Informal Talks,,,中国大陆,汉语普通话,,8.8,20361,50.5%,50.5%,10.5%,0.7%,0.3%
https://www.douban.com/doubanapp/dispatch?uri=/tv/30409802,元龙 第一季,元龙,,2020-07-11,16,19分钟,哔哩哔哩,VIP免费观看, 高阳,凌飞,唐小喜,王凯, 动画,,,,, Carp Reborn,,,中国大陆,汉语普通话,,6.7,12540,9.3%,9.3%,49.9%,9.0%,2.9%
https://www.douban.com/doubanapp/dispatch?uri=/tv/35131264,门捷列夫很忙,门捷列夫很忙,,2020-06-17,5,25分钟,哔哩哔哩,VIP免费观看,,,,, 纪录片,,,,,,,,中国大陆,汉语普通话,,8.5,1888,39.5%,39.5%,12.6%,0.8%,0.0%
https://www.douban.com/doubanapp/dispatch?uri=/tv/35131264,门捷列夫很忙,门捷列夫很忙,,2020-06-17,5,25分钟,央视频,免费观看,,,,, 纪录片,,,,,,,,中国大陆,汉语普通话,,8.5,1888,39.5%,39.5%,12.6%,0.8%,0.0%
https://www.douban.com/doubanapp/dispatch?uri=/tv/35075960,国家宝藏 第三季,国家宝藏,,2020-12-06,9,100分钟,腾讯视频,VIP免费观看,,张国立,朱广权,靳东, 真人秀,,,,,,,,中国大陆,汉语普通话,tt13789142,9.2,20931,67.4%,67.4%,6.7%,0.6%,0.7%
https://www.douban.com/doubanapp/dispatch?uri=/tv/35075960,国家宝藏 第三季,国家宝藏,,2020-12-06,9,100分钟,优酷视频,VIP免费观看,,张国立,朱广权,靳东, 真人秀,,,,,,,,中国大陆,汉语普通话,tt13789142,9.2,20931,67.4%,67.4%,6.7%,0.6%,0.7%
https://www.douban.com/doubanapp/dispatch?uri=/tv/35075960,国家宝藏 第三季,国家宝藏,,2020-12-06,9,100分钟,爱奇艺视频,VIP免费观看,,张国立,朱广权,靳东, 真人秀,,,,,,,,中国大陆,汉语普通话,tt13789142,9.2,20931,67.4%,67.4%,6.7%,0.6%,0.7%
https://www.douban.com/doubanapp/dispatch?uri=/tv/35075960,国家宝藏 第三季,国家宝藏,,2020-12-06,9,100分钟,央视频,免费观看,,张国立,朱广权,靳东, 真人秀,,,,,,,,中国大陆,汉语普通话,tt13789142,9.2,20931,67.4%,67.4%,6.7%,0.6%,0.7%
https://www.douban.com/doubanapp/dispatch?uri=/tv/35075960,国家宝藏 第三季,国家宝藏,,2020-12-06,9,100分钟,哔哩哔哩,VIP免费观看,,张国立,朱广权,靳东, 真人秀,,,,,,,,中国大陆,汉语普通话,tt13789142,9.2,20931,67.4%,67.4%,6.7%,0.6%,0.7%
https://www.douban.com/doubanapp/dispatch?uri=/tv/35135433,非日常派对,非日常派对,,2020-09-04,12,80分钟,爱奇艺视频,VIP免费观看,,刘雨昕,虞书欣,许佳琪, 真人秀,,,,,,,,中国大陆,汉语普通话,,8.1,21586,39.0%,39.0%,19.4%,5.3%,2.3%
https://www.douban.com/doubanapp/dispatch?uri=/tv/35014718,风味人间 第二季,风味人间,2,2020-04-26,8,50分钟,咪咕视频,免费观看,,李立宏,,, 纪录片,,,,, 风味人间2,Once Upon a Bite 2,,中国大陆,汉语普通话,tt12057382,9.0,50131,58.9%,58.9%,7.7%,0.4%,0.1%
https://www.douban.com/doubanapp/dispatch?uri=/tv/35014718,风味人间 第二季,风味人间,2,2020-04-26,8,50分钟,腾讯视频,VIP免费观看,,李立宏,,, 纪录片,,,,, 风味人间2,Once Upon a Bite 2,,中国大陆,汉语普通话,tt12057382,9.0,50131,58.9%,58.9%,7.7%,0.4%,0.1%
https://www.douban.com/doubanapp/dispatch?uri=/tv/33412889,歌手·当打之年,歌手,,2020-02-07,12,93分钟,腾讯视频,VIP免费观看, 冯明哲,毛不易,周深,徐佳莹, 音乐,真人秀,,,, 歌手2020,我是歌手 第八季,歌手 第四季,中国大陆,汉语普通话,tt11879858,4.9,55453,2.8%,2.8%,36.8%,28.8%,21.9%
https://www.douban.com/doubanapp/dispatch?uri=/tv/33412889,歌手·当打之年,歌手,,2020-02-07,12,93分钟,爱奇艺视频,免费观看, 冯明哲,毛不易,周深,徐佳莹, 音乐,真人秀,,,, 歌手2020,我是歌手 第八季,歌手 第四季,中国大陆,汉语普通话,tt11879858,4.9,55453,2.8%,2.8%,36.8%,28.8%,21.9%
https://www.douban.com/doubanapp/dispatch?uri=/tv/33412889,歌手·当打之年,歌手,,2020-02-07,12,93分钟,芒果TV,免费观看, 冯明哲,毛不易,周深,徐佳莹, 音乐,真人秀,,,, 歌手2020,我是歌手 第八季,歌手 第四季,中国大陆,汉语普通话,tt11879858,4.9,55453,2.8%,2.8%,36.8%,28.8%,21.9%
https://www.douban.com/doubanapp/dispatch?uri=/tv/34929954,谢谢让我遇见你,谢谢让我遇见你,,2020-10-13,28,38分钟,芒果TV,VIP免费观看, 高琳,郭俊辰,万鹏,金世康, 爱情,,,,,,,,中国大陆,汉语普通话,tt11766170,6.1,7182,6.7%,6.7%,42.5%,17.5%,8.3%
https://www.douban.com/doubanapp/dispatch?uri=/tv/35033065,星辰变 第二季,星辰变,,2020-05-03,12,25分钟,,, 我吃西红柿,沈达威,十四,王玮, 动画,奇幻,武侠,,, 星辰变之羽立沧海,,,中国大陆,汉语普通话,,7.4,7206,15.2%,15.2%,31.0%,7.1%,1.0%
https://www.douban.com/doubanapp/dispatch?uri=/tv/35009755,我的白大褂,我的白大褂,,2020-03-27,10,50分钟,腾讯视频,免费观看, 梁泷予,蔡婉娜,潘正龙,林平娜, 纪录片,,,,,,,,中国大陆,汉语普通话,,7.8,4429,24.6%,24.6%,23.4%,3.0%,1.2%
https://www.douban.com/doubanapp/dispatch?uri=/tv/35009755,我的白大褂,我的白大褂,,2020-03-27,10,50分钟,爱奇艺视频,免费观看, 梁泷予,蔡婉娜,潘正龙,林平娜, 纪录片,,,,,,,,中国大陆,汉语普通话,,7.8,4429,24.6%,24.6%,23.4%,3.0%,1.2%
https://www.douban.com/doubanapp/dispatch?uri=/tv/35009755,我的白大褂,我的白大褂,,2020-03-27,10,50分钟,哔哩哔哩,免费观看, 梁泷予,蔡婉娜,潘正龙,林平娜, 纪录片,,,,,,,,中国大陆,汉语普通话,,7.8,4429,24.6%,24.6%,23.4%,3.0%,1.2%
https://www.douban.com/doubanapp/dispatch?uri=/tv/35243078,你好生活 第二季,你好生活,2,2020-11-04,12,60分钟,腾讯视频,VIP免费观看,,尼格买提·热合曼,撒贝宁,蔡明, 真人秀,,,,,,,,中国大陆,汉语普通话,,8.7,23154,47.5%,47.5%,12.0%,1.0%,0.2%
https://www.douban.com/doubanapp/dispatch?uri=/tv/35243078,你好生活 第二季,你好生活,2,2020-11-04,12,60分钟,央视频,免费观看,,尼格买提·热合曼,撒贝宁,蔡明, 真人秀,,,,,,,,中国大陆,汉语普通话,,8.7,23154,47.5%,47.5%,12.0%,1.0%,0.2%
https://www.douban.com/doubanapp/dispatch?uri=/tv/35243078,你好生活 第二季,你好生活,2,2020-11-04,12,60分钟,哔哩哔哩,VIP免费观看,,尼格买提·热合曼,撒贝宁,蔡明, 真人秀,,,,,,,,中国大陆,汉语普通话,,8.7,23154,47.5%,47.5%,12.0%,1.0%,0.2%
https://www.douban.com/doubanapp/dispatch?uri=/tv/34950406,我的刺猬女孩,我的刺猬女孩,,2020-04-22,24,37分钟,优酷视频,VIP免费观看, 琉森,李逸男,庄达菲,何泽远, 剧情,爱情,,,, 突然回到18岁,突然回到十八岁,Closer to You,中国大陆,汉语普通话,tt12199576,6.9,14823,16.7%,16.7%,40.0%,10.0%,4.0%
https://www.douban.com/doubanapp/dispatch?uri=/tv/35136801,大唐帝陵,大唐帝陵,,2020-07-28,10,40分钟,优酷视频,VIP免费观看, 王威,,,, 动画,纪录片,历史,,,,,,中国大陆,汉语普通话,,8.6,7739,42.7%,42.7%,9.4%,1.7%,0.5%
https://www.douban.com/doubanapp/dispatch?uri=/tv/35136801,大唐帝陵,大唐帝陵,,2020-07-28,10,40分钟,哔哩哔哩,VIP免费观看, 王威,,,, 动画,纪录片,历史,,,,,,中国大陆,汉语普通话,,8.6,7739,42.7%,42.7%,9.4%,1.7%,0.5%
https://www.douban.com/doubanapp/dispatch?uri=/tv/30329906,新世界,新世界,,2020-01-13,70,44分钟,爱奇艺视频,VIP免费观看, 徐兵,孙红雷,张鲁一,尹昉, 剧情,战争,,,, New World,,,中国大陆,汉语普通话,tt11459562,5.5,90584,9.7%,9.7%,32.9%,23.8%,17.5%
https://www.douban.com/doubanapp/dispatch?uri=/tv/30329906,新世界,新世界,,2020-01-13,70,44分钟,腾讯视频,VIP免费观看, 徐兵,孙红雷,张鲁一,尹昉, 剧情,战争,,,, New World,,,中国大陆,汉语普通话,tt11459562,5.5,90584,9.7%,9.7%,32.9%,23.8%,17.5%
https://www.douban.com/doubanapp/dispatch?uri=/tv/34453008,我凭本事单身,我凭本事单身,,2020-10-17,24,45分钟,优酷视频,VIP免费观看, 艾小图,宋伊人,邓超元,王润泽, 剧情,爱情,,,,,,,中国大陆,汉语普通话,tt13428278,6.0,11860,8.8%,8.8%,51.0%,16.7%,8.3%
https://www.douban.com/doubanapp/dispatch?uri=/tv/34928004,盲侠大律师2020,盲侠大律师2020,,2020-11-02,28,43分钟,爱奇艺视频,VIP免费观看, 黄伟强,王浩信,张振朗,蔡思贝, 剧情,,,,, 踩过界II,盲侠大律师2,,中国大陆,粤语,,7.0,12566,8.9%,8.9%,43.1%,5.8%,0.9%
https://www.douban.com/doubanapp/dispatch?uri=/tv/30337662,鹿鼎记,鹿鼎记,,2020-11-15,45,45分钟,爱奇艺视频,VIP免费观看, 申捷,张一山,唐艺昕,张天阳, 喜剧,武侠,古装,,,,,,中国大陆,汉语普通话,tt13464458,3.2,96381,6.6%,6.6%,6.8%,11.3%,71.7%
https://www.douban.com/doubanapp/dispatch?uri=/tv/30337662,鹿鼎记,鹿鼎记,,2020-11-15,45,45分钟,优酷视频,VIP免费观看, 申捷,张一山,唐艺昕,张天阳, 喜剧,武侠,古装,,,,,,中国大陆,汉语普通话,tt13464458,3.2,96381,6.6%,6.6%,6.8%,11.3%,71.7%
https://www.douban.com/doubanapp/dispatch?uri=/tv/30401241,上古密约,上古密约,,2020-02-09,45,46分钟,爱奇艺视频,VIP免费观看, 豆丁,吴磊,宋祖儿,王俊凯, 奇幻,古装,,,, 山海经之上古密约,,,中国大陆,汉语普通话,tt11845906,4.0,22973,5.6%,5.6%,15.2%,27.2%,46.4%
https://www.douban.com/doubanapp/dispatch?uri=/tv/30401241,上古密约,上古密约,,2020-02-09,45,46分钟,芒果TV,免费观看, 豆丁,吴磊,宋祖儿,王俊凯, 奇幻,古装,,,, 山海经之上古密约,,,中国大陆,汉语普通话,tt11845906,4.0,22973,5.6%,5.6%,15.2%,27.2%,46.4%
https://www.douban.com/doubanapp/dispatch?uri=/tv/34432268,好想和你在一起,好想和你在一起,,2020-11-19,24,38分钟,腾讯视频,VIP免费观看, 周淼,季肖冰,张雅钦,李明德, 喜剧,爱情,,,,,,,中国大陆,汉语普通话,tt13517000,5.8,8557,6.8%,6.8%,45.3%,24.2%,7.5%
https://www.douban.com/doubanapp/dispatch?uri=/tv/34432268,好想和你在一起,好想和你在一起,,2020-11-19,24,38分钟,芒果TV,免费观看, 周淼,季肖冰,张雅钦,李明德, 喜剧,爱情,,,,,,,中国大陆,汉语普通话,tt13517000,5.8,8557,6.8%,6.8%,45.3%,24.2%,7.5%
https://www.douban.com/doubanapp/dispatch?uri=/tv/34820048,我们的乐队,我们的乐队,,2020-03-14,10,80分钟,芒果TV,VIP免费观看, 邱子珏,谢霆锋,王俊凯,萧敬腾, 音乐,真人秀,,,, 我们的乐队-乐队无限公司,,,中国大陆,汉语普通话,,6.6,121951,25.0%,25.0%,28.8%,14.7%,13.0%
https://www.douban.com/doubanapp/dispatch?uri=/tv/30480830,航拍中国 第三季,航拍中国,,2020-05-21,10,50分钟,腾讯视频,免费观看,,,,, 纪录片,,,,, 航拍中国 第三季 —— 一同飞越,Aerial China Season 3,航拍中国：一同飞越,中国大陆,汉语普通话,,8.8,16976,50.7%,50.7%,10.0%,0.8%,0.3%
https://www.douban.com/doubanapp/dispatch?uri=/tv/30480830,航拍中国 第三季,航拍中国,,2020-05-21,10,50分钟,哔哩哔哩,VIP免费观看,,,,, 纪录片,,,,, 航拍中国 第三季 —— 一同飞越,Aerial China Season 3,航拍中国：一同飞越,中国大陆,汉语普通话,,8.8,16976,50.7%,50.7%,10.0%,0.8%,0.3%
https://www.douban.com/doubanapp/dispatch?uri=/tv/30480830,航拍中国 第三季,航拍中国,,2020-05-21,10,50分钟,央视频,VIP免费观看,,,,, 纪录片,,,,, 航拍中国 第三季 —— 一同飞越,Aerial China Season 3,航拍中国：一同飞越,中国大陆,汉语普通话,,8.8,16976,50.7%,50.7%,10.0%,0.8%,0.3%
https://www.douban.com/doubanapp/dispatch?uri=/tv/27114935,无心法师3,无心法师3,,2020-03-03,28,40分钟,爱奇艺视频,VIP免费观看, 徐子沅,韩东君,陈瑶,隋咏良, 悬疑,奇幻,,,, 无心法师Ⅲ,无心法师第三季,,中国大陆,汉语普通话,tt11941020,6.3,54511,8.7%,8.7%,47.5%,16.1%,4.3%
https://www.douban.com/doubanapp/dispatch?uri=/tv/27114935,无心法师3,无心法师3,,2020-03-03,28,40分钟,优酷视频,VIP免费观看, 徐子沅,韩东君,陈瑶,隋咏良, 悬疑,奇幻,,,, 无心法师Ⅲ,无心法师第三季,,中国大陆,汉语普通话,tt11941020,6.3,54511,8.7%,8.7%,47.5%,16.1%,4.3%
https://www.douban.com/doubanapp/dispatch?uri=/tv/27114935,无心法师3,无心法师3,,2020-03-03,28,40分钟,腾讯视频,VIP免费观看, 徐子沅,韩东君,陈瑶,隋咏良, 悬疑,奇幻,,,, 无心法师Ⅲ,无心法师第三季,,中国大陆,汉语普通话,tt11941020,6.3,54511,8.7%,8.7%,47.5%,16.1%,4.3%
https://www.douban.com/doubanapp/dispatch?uri=/tv/30409807,天宝伏妖录,天宝伏妖录,,2020-07-05,13,20分钟,哔哩哔哩,VIP免费观看, 沈乐平,边江,锦鲤,北辰, 动画,,,,, The Legend of FuYao,Tian Bao Fuyao Lu,Legend of Exorcism,中国大陆,汉语普通话,,7.5,20575,20.2%,20.2%,28.6%,5.8%,1.9%
https://www.douban.com/doubanapp/dispatch?uri=/tv/34822777,中国新说唱 2020,中国新说唱,3,2020-08-14,12,90分钟,,,,吴亦凡,张靓颖,潘玮柏, 音乐,真人秀,,,, 中国新说唱3,中国新说唱 第三季,中国有嘻哈 第4季,中国大陆,汉语普通话,,4.4,16458,2.0%,2.0%,28.3%,39.7%,25.2%
https://www.douban.com/doubanapp/dispatch?uri=/tv/35022074,龙岭迷窟之最后的搬山道人,龙岭迷窟之最后的搬山道人,,2020-04-08,6,10分钟,,, 师可,高伟光,辛芷蕾,高雄, 冒险,,,,, 龙岭迷窟互动剧：最后的搬山道人,,,中国大陆,汉语普通话,,7.9,20278,22.0%,22.0%,24.2%,2.5%,0.2%
https://www.douban.com/doubanapp/dispatch?uri=/tv/35163988,演员请就位 第二季,演员请就位,,2020-10-02,10,,腾讯视频,VIP免费观看, 李文妤,陈凯歌,尔冬升,赵薇 Wei Zhao, 真人秀,,,,,,,,中国大陆,汉语普通话,,5.1,50022,2.8%,2.8%,39.2%,24.7%,19.6%
