score,review,5star,4star,3star,2star,1star,director,writer,actor,genre,country,language,Premiere,season,Episode,Episode Length,aka,IMDb,name,link-href,channel,permission,web-scraper-order,web-scraper-start-url,link
8.9,54319人评价,52.8%,52.8%,7.3%,0.4%,0.2%,导演: 涂涵,编剧: 顾玉帆,李维嘉 / 胡彦斌 / 郭采洁 / 孙怡 / 黄执中 / 千喆 / 沈奕斐 / 章呈赫 / 郭柯宇 / 魏巍 / 佟晨洁 / 王秋雨 / 朱雅琼 / 倪萍 / 杨迪 / 大王 / 付笛声 / 任静更多...,类型: 爱情 / 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-07-28(中国大陆),,集数: 13,单集片长: 105分钟,又名: See You Again,,再见爱人,https://www.douban.com/doubanapp/dispatch?uri=/tv/35438177,芒果TV,VIP免费观看,,,
9.3,25415人评价,68.5%,68.5%,4.2%,0.4%,0.0%,导演: 缪双蔓 / 窦文涛,编剧: 窦文涛,窦文涛 / 周轶君 / 罗朗 / 许子东 / 袁振民 / 张亚平 / 邓李才 / 王玲秀 / 胡小刚 / 格桑梅朵 / 刘国虎 / 谢康民 / 阿拉腾乌拉 / 德乐黑 / 吴向荣更多...,类型: 脱口秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-02-21(中国大陆),,集数: 12,单集片长: 60分钟,,,锵锵行天下 第二季,https://www.douban.com/doubanapp/dispatch?uri=/tv/35356724,优酷视频,VIP免费观看,,,
2.5,38984人评价,0.9%,0.9%,4.5%,12.9%,81.3%,导演: 刘国辉 / 周煜壹,编剧: 李昂 / 阿瞬 / 刘芹志,白澍 / 张博宇 / 赵东泽 / 赵芮菡 / 姚橹 / 何中华 / 斯琴高娃 / 刘学义 / 李泽 / 彭禺厶 / 姚奕辰 / 黄羿 / 白一弘更多...,类型: 悬疑 / 奇幻 / 冒险,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-07-11(中国大陆),季数: 2,集数: 24,单集片长: 48分钟,又名: 云顶天宫 / 考古笔记 第二季 / 盗墓笔记 第二季,,盗墓笔记之云顶天宫,https://www.douban.com/doubanapp/dispatch?uri=/tv/26617075,腾讯视频,VIP免费观看,,,
8.6,20511人评价,43.9%,43.9%,12.3%,1.1%,0.6%,导演: 赵丙乐,编剧: 赵丙乐 / 袁洁 / 自在天,张沛 / 黑石稔 / 冯骏骅 / 杨梦露 / 谢添天 / 鬼月更多...,类型: 动作 / 动画 / 奇幻,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-10-31(中国大陆),,集数: 13,单集片长: 24分钟,又名: 斗破苍穹三年之约,,斗破苍穹 特别篇3,https://www.douban.com/doubanapp/dispatch?uri=/tv/35558676,腾讯视频,VIP免费观看,,,
3.6,30650人评价,2.9%,2.9%,13.9%,26.1%,51.8%,导演: 闵国辉,编剧: 十彗,王鹤棣 / 祝绪丹 / 邓为 / 潘美烨 / 朱赞锦 / 代文雯 / 战宇 / 杨之楹更多...,类型: 剧情 / 爱情 / 奇幻,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-05-10(中国大陆),,集数: 36,单集片长: 35分钟,又名: Miss the Dragon,IMDb: tt12861036,遇龙,https://www.douban.com/doubanapp/dispatch?uri=/tv/34912918,腾讯视频,VIP免费观看,,,
8.2,13982人评价,30.3%,30.3%,18.3%,1.3%,0.0%,导演: 王裕仁 / 伍镇焯,,钱文青 / 李诗萌 / 唐小喜,类型: 动画,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-01-31(中国大陆),,集数: 4,单集片长: 16分钟,又名: 凡人修仙传 特别篇,,凡人修仙传 燕家堡之战,https://www.douban.com/doubanapp/dispatch?uri=/tv/35259437,哔哩哔哩,VIP免费观看,,,
5.0,115258人评价,10.5%,10.5%,29.6%,29.6%,23.7%,导演: 张力川,编剧: 猴十七 / 吴为 / 丁锐 / 陈澈,龚俊 / 张慧雯 / 庞瀚辰 / 周彦辰 / 王梓薇 / 周麟嘉 / 罗奕 / 陆宇鹏 / 王翌舟 / 张植绿 / 姚清仁 / 赵会南 / 刘潮更多...,类型: 剧情,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-07-08(中国大陆),,集数: 24,单集片长: 40分钟,又名: 你好火焰蓝 / 火红的青春 / The Flaming Heart,IMDb: tt14344724,你好，火焰蓝,https://www.douban.com/doubanapp/dispatch?uri=/tv/35231076,,,,,
7.2,11698人评价,22.2%,22.2%,30.6%,10.6%,3.3%,导演: 袁洁 / 自在天,编剧: 汪成果,锦鲤 / 刘晴 / 赵双 / 吴楚越 / 阎么么 / 宣晓鸣更多...,类型: 剧情 / 动画 / 奇幻,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-04-23(中国大陆),季数: 1,集数: 26,单集片长: 20分钟,又名: 完美世界动画版 / Perfect World,IMDb: tt14986786,完美世界,https://www.douban.com/doubanapp/dispatch?uri=/tv/35312003,爱奇艺视频,VIP免费观看,,,
7.2,11698人评价,22.2%,22.2%,30.6%,10.6%,3.3%,导演: 袁洁 / 自在天,编剧: 汪成果,锦鲤 / 刘晴 / 赵双 / 吴楚越 / 阎么么 / 宣晓鸣更多...,类型: 剧情 / 动画 / 奇幻,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-04-23(中国大陆),季数: 1,集数: 26,单集片长: 20分钟,又名: 完美世界动画版 / Perfect World,IMDb: tt14986786,完美世界,https://www.douban.com/doubanapp/dispatch?uri=/tv/35312003,腾讯视频,VIP免费观看,,,
6.8,35083人评价,9.5%,9.5%,43.9%,8.7%,3.0%,导演: 吴彤,编剧: 范家驹,沈腾 / 贾玲 / 关晓彤 / 华晨宇 / 沈涛 / 宋亚轩 / 雷佳音 / 杨幂 / 郭京飞 / 董子健 / 杨迪 / 马丽 / 岳云鹏 / 包贝尔 / 蔡明 / 潘长江 / 王宝强 / 宋小宝 / 吴孟达 / 马嘉祺 / 丁程鑫 / 刘耀文 / 张真源 / 严浩翔 / 贺峻霖 / 唐嫣 / 唐艺昕 / 任嘉伦 / 林更新 / 白冰 / 张萌 / 金莎 / 章子怡 / 乔杉 / 袁弘 / 周一围 / 沙溢 / 范丞丞 / 郎朗 / 汪峰 / 汪苏泷 / 张靓颖 / 陈建斌 / 蔡少芬 / 贾乃亮 / 张哲瀚 / 龚俊 / 黄奕 / 聂远 / 师小红 / 李琳 / 崔奕 / 涓子 / 徐光 / 潘斌龙 / 王子文 / 杨颖 / 毛晓彤 / 蒋欣 / 周奕彤 / 刘洋 / 母丹 / 王晶 / 杨蕊 / 曹艳 / 郑国霖 / 张绍刚 / 马东 / 倪萍 / 杨澜 / 李宇春 / 黄晓明 / 钟汉良 / 张嘉鑫 / 张彬彬 / 景甜更多...,类型: 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-01-29(中国大陆),季数: 6,集数: 12,单集片长: 120分钟,又名: 王牌对王牌6 / Trump Card season Ⅵ,,王牌对王牌 第六季,https://www.douban.com/doubanapp/dispatch?uri=/tv/35064992,腾讯视频,VIP免费观看,,,
6.8,35083人评价,9.5%,9.5%,43.9%,8.7%,3.0%,导演: 吴彤,编剧: 范家驹,沈腾 / 贾玲 / 关晓彤 / 华晨宇 / 沈涛 / 宋亚轩 / 雷佳音 / 杨幂 / 郭京飞 / 董子健 / 杨迪 / 马丽 / 岳云鹏 / 包贝尔 / 蔡明 / 潘长江 / 王宝强 / 宋小宝 / 吴孟达 / 马嘉祺 / 丁程鑫 / 刘耀文 / 张真源 / 严浩翔 / 贺峻霖 / 唐嫣 / 唐艺昕 / 任嘉伦 / 林更新 / 白冰 / 张萌 / 金莎 / 章子怡 / 乔杉 / 袁弘 / 周一围 / 沙溢 / 范丞丞 / 郎朗 / 汪峰 / 汪苏泷 / 张靓颖 / 陈建斌 / 蔡少芬 / 贾乃亮 / 张哲瀚 / 龚俊 / 黄奕 / 聂远 / 师小红 / 李琳 / 崔奕 / 涓子 / 徐光 / 潘斌龙 / 王子文 / 杨颖 / 毛晓彤 / 蒋欣 / 周奕彤 / 刘洋 / 母丹 / 王晶 / 杨蕊 / 曹艳 / 郑国霖 / 张绍刚 / 马东 / 倪萍 / 杨澜 / 李宇春 / 黄晓明 / 钟汉良 / 张嘉鑫 / 张彬彬 / 景甜更多...,类型: 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-01-29(中国大陆),季数: 6,集数: 12,单集片长: 120分钟,又名: 王牌对王牌6 / Trump Card season Ⅵ,,王牌对王牌 第六季,https://www.douban.com/doubanapp/dispatch?uri=/tv/35064992,爱奇艺视频,VIP免费观看,,,
6.8,35083人评价,9.5%,9.5%,43.9%,8.7%,3.0%,导演: 吴彤,编剧: 范家驹,沈腾 / 贾玲 / 关晓彤 / 华晨宇 / 沈涛 / 宋亚轩 / 雷佳音 / 杨幂 / 郭京飞 / 董子健 / 杨迪 / 马丽 / 岳云鹏 / 包贝尔 / 蔡明 / 潘长江 / 王宝强 / 宋小宝 / 吴孟达 / 马嘉祺 / 丁程鑫 / 刘耀文 / 张真源 / 严浩翔 / 贺峻霖 / 唐嫣 / 唐艺昕 / 任嘉伦 / 林更新 / 白冰 / 张萌 / 金莎 / 章子怡 / 乔杉 / 袁弘 / 周一围 / 沙溢 / 范丞丞 / 郎朗 / 汪峰 / 汪苏泷 / 张靓颖 / 陈建斌 / 蔡少芬 / 贾乃亮 / 张哲瀚 / 龚俊 / 黄奕 / 聂远 / 师小红 / 李琳 / 崔奕 / 涓子 / 徐光 / 潘斌龙 / 王子文 / 杨颖 / 毛晓彤 / 蒋欣 / 周奕彤 / 刘洋 / 母丹 / 王晶 / 杨蕊 / 曹艳 / 郑国霖 / 张绍刚 / 马东 / 倪萍 / 杨澜 / 李宇春 / 黄晓明 / 钟汉良 / 张嘉鑫 / 张彬彬 / 景甜更多...,类型: 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-01-29(中国大陆),季数: 6,集数: 12,单集片长: 120分钟,又名: 王牌对王牌6 / Trump Card season Ⅵ,,王牌对王牌 第六季,https://www.douban.com/doubanapp/dispatch?uri=/tv/35064992,芒果TV,VIP免费观看,,,
4.8,17310人评价,1.3%,1.3%,40.5%,30.9%,19.8%,导演: 吴彤,,贾玲 / 杨洋 / 范丞丞 / 宋小宝 / 杨迪 / 汪苏泷更多...,类型: 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-11-06(中国大陆),,集数: 12,单集片长: 100分钟,又名: 青春环游记3,,青春环游记 第三季,https://www.douban.com/doubanapp/dispatch?uri=/tv/35209610,腾讯视频,VIP免费观看,,,
4.8,17310人评价,1.3%,1.3%,40.5%,30.9%,19.8%,导演: 吴彤,,贾玲 / 杨洋 / 范丞丞 / 宋小宝 / 杨迪 / 汪苏泷更多...,类型: 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-11-06(中国大陆),,集数: 12,单集片长: 100分钟,又名: 青春环游记3,,青春环游记 第三季,https://www.douban.com/doubanapp/dispatch?uri=/tv/35209610,爱奇艺视频,VIP免费观看,,,
6.2,18671人评价,6.5%,6.5%,47.2%,17.5%,5.7%,导演: 孙承志,编剧: 胡梦,李溪芮 / 何与 / 周小川 / 赵圆圆 / 吕晓霖 / 田曦薇 / 上白 / 韩悦 / 裴疆童 / 鲍天琦 / 卢钲 / 胡小庭 / 李雅希 / 夏喆更多...,类型: 喜剧 / 爱情,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-07-12(中国大陆),,集数: 29,单集片长: 35分钟,又名: 我的邻居系列第二部 / My Fated Boy,,我的邻居长不大,https://www.douban.com/doubanapp/dispatch?uri=/tv/35141617,优酷视频,VIP免费观看,,,
7.3,55641人评价,16.5%,16.5%,30.4%,7.0%,2.4%,导演: 相国强 / 王佳曦 / 陈凌,编剧: 王佳曦 / 陈凌,阚清子 / 陈若轩 / 倪虹洁 / 刘美含 / 朱嘉琦 / 张磊 / 傅首尔 / 刘名楷 / 谢欣桐 / 王靖尧 / 韩陌更多...,类型: 剧情 / 喜剧,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-07-16(中国大陆),,集数: 12,单集片长: 30分钟,又名: LADY TOUGH,IMDb: tt15198728,突如其来的假期,https://www.douban.com/doubanapp/dispatch?uri=/tv/35231909,哔哩哔哩,VIP免费观看,,,
4.7,32473人评价,5.5%,5.5%,25.5%,33.3%,26.5%,导演: 林健龙,编剧: 张譞,陈星旭 / 张婧仪 / 林彦俊 / 陈欣予 / 蔡宇航 / 马月 / 原若航 / 戴蕥琪 / 卢星宇 / 李欣泽更多...,类型: 剧情 / 爱情,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-11-09(中国大陆),,集数: 36,单集片长: 43分钟,又名: 天生一对,IMDb: tt13303504,一见倾心,https://www.douban.com/doubanapp/dispatch?uri=/tv/34935188,优酷视频,VIP免费观看,,,
8.4,17175人评价,41.7%,41.7%,12.3%,2.3%,2.0%,,,杨迪 / 庞博 / 郭文韬 / 齐思钧 / 蒲熠星 / 石凯 / 吴昕更多...,类型: 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-11-25(中国大陆),,集数: 13,单集片长: 40分钟,,,名侦探学院 第五季,https://www.douban.com/doubanapp/dispatch?uri=/tv/35622251,芒果TV,VIP免费观看,,,
7.2,54343人评价,13.4%,13.4%,35.0%,7.1%,1.6%,导演: 周楠,编剧: 翦以玟 / 杨一帆 / 宋克敏,凤小岳 / 卜冠今 / 许玮甯 / 周游 / 朱颜曼滋 / 王瑞昌更多...,类型: 剧情 / 喜剧 / 爱情 / 奇幻,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-09-27(中国大陆),,集数: 24,单集片长: 40分钟,又名: 我的巴比伦 / 爱在三千七百多年前 / Ai在西元前 / Dear Diary,,我的巴比伦恋人,https://www.douban.com/doubanapp/dispatch?uri=/tv/30132501,爱奇艺视频,VIP免费观看,,,
7.2,54343人评价,13.4%,13.4%,35.0%,7.1%,1.6%,导演: 周楠,编剧: 翦以玟 / 杨一帆 / 宋克敏,凤小岳 / 卜冠今 / 许玮甯 / 周游 / 朱颜曼滋 / 王瑞昌更多...,类型: 剧情 / 喜剧 / 爱情 / 奇幻,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-09-27(中国大陆),,集数: 24,单集片长: 40分钟,又名: 我的巴比伦 / 爱在三千七百多年前 / Ai在西元前 / Dear Diary,,我的巴比伦恋人,https://www.douban.com/doubanapp/dispatch?uri=/tv/30132501,优酷视频,VIP免费观看,,,
4.0,51881人评价,2.5%,2.5%,20.6%,31.9%,39.7%,导演: 刘一志 / 韩冬,编剧: 缪娟,宋茜 / 罗云熙 / 徐开骋 / 孙佳雨 / 丁一一 / 张晨光 / 蒋雪鸣 / 隋俊波 / 宁晓志更多...,类型: 爱情 / 冒险,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-07-22(中国大陆),,集数: 42,单集片长: 45分钟,又名: 遇见阳光遇见你 / 致命邂逅 / 掮客,IMDb: tt16385252,心跳源计划,https://www.douban.com/doubanapp/dispatch?uri=/tv/27067978,腾讯视频,VIP免费观看,,,
4.0,51881人评价,2.5%,2.5%,20.6%,31.9%,39.7%,导演: 刘一志 / 韩冬,编剧: 缪娟,宋茜 / 罗云熙 / 徐开骋 / 孙佳雨 / 丁一一 / 张晨光 / 蒋雪鸣 / 隋俊波 / 宁晓志更多...,类型: 爱情 / 冒险,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-07-22(中国大陆),,集数: 42,单集片长: 45分钟,又名: 遇见阳光遇见你 / 致命邂逅 / 掮客,IMDb: tt16385252,心跳源计划,https://www.douban.com/doubanapp/dispatch?uri=/tv/27067978,爱奇艺视频,VIP免费观看,,,
4.0,51881人评价,2.5%,2.5%,20.6%,31.9%,39.7%,导演: 刘一志 / 韩冬,编剧: 缪娟,宋茜 / 罗云熙 / 徐开骋 / 孙佳雨 / 丁一一 / 张晨光 / 蒋雪鸣 / 隋俊波 / 宁晓志更多...,类型: 爱情 / 冒险,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-07-22(中国大陆),,集数: 42,单集片长: 45分钟,又名: 遇见阳光遇见你 / 致命邂逅 / 掮客,IMDb: tt16385252,心跳源计划,https://www.douban.com/doubanapp/dispatch?uri=/tv/27067978,优酷视频,VIP免费观看,,,
6.6,56619人评价,10.9%,10.9%,45.6%,10.7%,4.7%,导演: 张航希,,何炅 / 黄磊 / 彭昱畅 / 张子枫 / 张艺兴 / 乔杉 / 刘晓邑 / 杨紫 / 李诞 / 陈赫 / 李雪琴 / 那英 / 梁静 / 李维嘉 / 梁靖康 / 王勉 / 苏青 / 黄雅莉 / 齐思钧 / 石凯 / 武星 / 武艺 / 小方 / 金靖 / 刘胜瑛 / 史航 / 止庵 / 吴凯 / 黄渤 / 吕思清 / 王弢 / 陈萨 / 毛不易 / 欧阳娜娜更多...,类型: 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-04-23(中国大陆),,集数: 14,单集片长: 95分钟,又名: 向往的生活5 / 向往的生活 桃花源篇,IMDb: tt14880672,向往的生活 第五季,https://www.douban.com/doubanapp/dispatch?uri=/tv/35404034,芒果TV,VIP免费观看,,,
6.5,76362人评价,5.8%,5.8%,50.1%,10.7%,3.4%,导演: 张晓波,编剧: 周艺飞,宋佳 / 佟大为 / 蒋欣 / 李佳航 / 张国立 / 刘楚恬 / 李一情 / 单禹豪 / 武泽锦熙 / 吴玉芳 / 朱茵 / 吴越 / 贾顺治 / 柳珊 / 章涛 / 鹤男 / 符冲 / 朱亚英 / 周德华 / 王自健 / 吴超 / 张璐 / 栾西子 / 蒲诗韵 / 卜冠今 / 范帅琦 / 李小燕 / 刘志云 / 李至强 / 曹毅 / 黄筱琳 / 陆忠 / 郑晓婉 / 朱国昱 / 陈琦 / 梅年佳 / 王小米 / 邹晨蕾 / 徐雨彤 / 何菁瑶 / 杨子杰 / 毛豆更多...,类型: 剧情 / 家庭,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-04-11(中国大陆),,集数: 42,单集片长: 45分钟,又名: A Love For Dilemma / A Little Dilemma,IMDb: tt12357548,小舍得,https://www.douban.com/doubanapp/dispatch?uri=/tv/30170907,爱奇艺视频,VIP免费观看,,,
6.7,20345人评价,8.4%,8.4%,39.0%,11.0%,4.9%,导演: 黎志,编剧: 袁媛 / 箱子 / 吕陈 / 卢林 ​​​​,沈月 / 章若楠 / 梁靖康 / 安沺 / 张歆怡 / 翟子路 / 张志浩 / 李佳航 / 丁冠森 / 郑妙 / 龚锐 / 敖瑞鹏 / 王以纶 / 熊晓雯 / 刘钧更多...,类型: 剧情 / 喜剧 / 爱情,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-08-18(中国大陆),,集数: 24,单集片长: 45分钟,,IMDb: tt15056268,机智的上半场,https://www.douban.com/doubanapp/dispatch?uri=/tv/35132326,优酷视频,VIP免费观看,,,
6.4,35186人评价,8.3%,8.3%,49.1%,12.0%,4.4%,导演: 杨龙,编剧: 刘飞 / 刘辰光 / 施适,邢菲 / 唐晓天 / 黄一琳 / 李川 / 邓郁立 / 付伟伦 / 昌隆 / 杨安琪 / 野红梅 / 洛晨舒 / 刘畅 / 潘时七 / 崔奕 / 王晴 / 刘丕东 / 于慧 / 张天舒更多...,类型: 爱情,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-01-13(中国大陆),,集数: 28,单集片长: 42分钟,又名: 你是我的小确幸,IMDb: tt12299458,我的小确幸,https://www.douban.com/doubanapp/dispatch?uri=/tv/34880305,腾讯视频,VIP免费观看,,,
5.5,15794人评价,2.2%,2.2%,53.0%,20.4%,10.9%,导演: 姚译添,,李晨 / 杨颖 / 郑恺 / 沙溢 / 蔡徐坤 / 黄旭熙 / 张彬彬 / 张韶涵 / 周也 / 孟佳 / 李纯 / 何泓姗 / 宋雨琦 / 秦昊 / 吉克隽逸 / 邓紫棋 / 白鹿 / 张含韵 / 郭麒麟 / 陈飞宇 / 毕雯珺 / 张哲瀚 / 王嘉尔 / 许凯 / 董思成 / 吴宣仪 / 萧敬腾 / 于洋 / 苗苗 / 金靖 / 谭松韵 / 周笔畅更多...,类型: 运动 / 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-04-23(中国大陆),,集数: 12,单集片长: 110分钟,又名: 奔跑吧兄弟 第九季 / 奔跑吧9,IMDb: tt15244764,奔跑吧 第五季,https://www.douban.com/doubanapp/dispatch?uri=/tv/35209582,爱奇艺视频,VIP免费观看,,,
5.5,15794人评价,2.2%,2.2%,53.0%,20.4%,10.9%,导演: 姚译添,,李晨 / 杨颖 / 郑恺 / 沙溢 / 蔡徐坤 / 黄旭熙 / 张彬彬 / 张韶涵 / 周也 / 孟佳 / 李纯 / 何泓姗 / 宋雨琦 / 秦昊 / 吉克隽逸 / 邓紫棋 / 白鹿 / 张含韵 / 郭麒麟 / 陈飞宇 / 毕雯珺 / 张哲瀚 / 王嘉尔 / 许凯 / 董思成 / 吴宣仪 / 萧敬腾 / 于洋 / 苗苗 / 金靖 / 谭松韵 / 周笔畅更多...,类型: 运动 / 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-04-23(中国大陆),,集数: 12,单集片长: 110分钟,又名: 奔跑吧兄弟 第九季 / 奔跑吧9,IMDb: tt15244764,奔跑吧 第五季,https://www.douban.com/doubanapp/dispatch?uri=/tv/35209582,腾讯视频,免费观看,,,
6.9,72107人评价,13.3%,13.3%,41.4%,9.1%,2.2%,导演: 余翠华,编剧: 木浮生 / 莫荔 / 杨意寻,林彦俊 / 万鹏 / 李嘉豪 / 牛玉坤 / 李嘉琪 / 陈美伊 / 赵昕更多...,类型: 剧情,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-08-03(中国大陆),,集数: 24,单集片长: 40分钟,又名: 衾何以堪,IMDb: tt15173012,原来我很爱你,https://www.douban.com/doubanapp/dispatch?uri=/tv/35075590,爱奇艺视频,VIP免费观看,,,
9.1,27517人评价,64.8%,64.8%,6.1%,0.9%,0.2%,,,蒲熠星 / 郭文韬 / 齐思钧 / 何运晨 / 曹恩齐 / 石凯更多...,类型: 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-04-15(中国大陆),季数: 4,集数: 12,单集片长: 100,又名: 名侦探学院第四季 / Detective School Ⅳ,,明星大侦探之名侦探学院 第四季,https://www.douban.com/doubanapp/dispatch?uri=/tv/35400235,芒果TV,VIP免费观看,,,
5.7,44828人评价,8.1%,8.1%,42.7%,26.6%,9.9%,导演: 于中中,编剧: 墨宝非宝 / 赵晓磊,胡一天 / 李一桐 / 李明德 / 许乐骁 / 王安宇 / 庞瀚辰 / 王可如 / 李现 / 杨紫更多...,类型: 爱情,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-02-04(中国大陆),,集数: 38,单集片长: 45分钟,又名: 亲爱的，挚爱的 / 密室困游鱼,IMDb: tt13972228,我的时代，你的时代,https://www.douban.com/doubanapp/dispatch?uri=/tv/34948200,爱奇艺视频,VIP免费观看,,,
5.2,32723人评价,4.1%,4.1%,37.7%,27.9%,17.2%,导演: 吴彤,,那英 / 杨紫 / 孙红雷 / 沙溢 / 黄子韬 / 杨迪 / 宋亚轩 / 刘耀文 / 宋丹丹更多...,类型: 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-05-28(中国大陆),,集数: 14,单集片长: 180分钟,又名: 萌贼探案 / The Adventures of detective,,萌探探探案,https://www.douban.com/doubanapp/dispatch?uri=/tv/35231928,爱奇艺视频,VIP免费观看,,,
8.3,53506人评价,34.8%,34.8%,17.6%,1.3%,0.1%,导演: 车志刚,编剧: 李洪绸 / 刘爱银 / 车志刚 / 周扬帆 / 邢冬冬 / 贾妍 / 王秀月 / 王飞虎 / 昕澍,杨羽 / 大牛 / 张梓豫 / 张平 / 章涛 / 邢冬冬 / 邵庄 / 安宁 / 黎伟更多...,类型: 剧情 / 喜剧 / 悬疑 / 犯罪,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-04-28(中国大陆),季数: 1,集数: 30,单集片长: 15分钟,又名: 张良计与过墙梯 / 《毛骗》番外篇 / Mr. Nobody,,城市的边缘,https://www.douban.com/doubanapp/dispatch?uri=/tv/33438451,腾讯视频,VIP免费观看,,,
5.6,5509人评价,5.1%,5.1%,35.7%,30.6%,9.7%,,,王嘉尔 / 曾轶可 / 马思唯 / 万妮达 / 邓紫棋,类型: 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-07-15(中国大陆),,集数: 10,,又名: Girls Like Us,,黑怕女孩,https://www.douban.com/doubanapp/dispatch?uri=/tv/35322686,,,,,
5.9,2023人评价,5.0%,5.0%,45.0%,24.0%,6.0%,,,李晨 / 欧豪 / 侯明昊 / 斯蒂芬·马布里 / 郭艾伦 / 朱芳雨 / 张欣尧 / 戴燕妮 / 曾可妮 / 包上恩 / 余佳运 / 周峻纬更多...,类型: 运动 / 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-08-26(中国大陆),,集数: 10,单集片长: 100分钟,又名: 这！就是灌篮4,,这！就是灌篮 第四季,https://www.douban.com/doubanapp/dispatch?uri=/tv/35433172,,,,,
6.1,3462人评价,10.5%,10.5%,44.7%,18.4%,7.9%,导演: 胡国瀚,编剧: 王瑶,金靖 / 陈赫 / 张云龙 / 熊梓淇 / 汪东城 / 张雨剑 / 董又霖 / 秦奋 / 木子洋 / 彦希 / 施柏宇 / 王勉 / 刘海宽 / 郝富申 / 何泽远 / 吴崇轩 / 郑人予 / 刘炫锐 / 余景天 / 李佳琦更多...,类型: 喜剧 / 爱情,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-01-30(中国大陆),,集数: 20,,,,做梦吧！晶晶,https://www.douban.com/doubanapp/dispatch?uri=/tv/35307434,,,,,
7.1,684人评价,2.1%,2.1%,33.0%,8.2%,0.0%,导演: 马系海,编剧: 李大米 / 夏影 / 李雪 / 陆特丹 / 齐蒙 / 张琛,,类型: 剧情 / 科幻 / 动画,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-07-13(中国大陆),,集数: 13,单集片长: 22分钟,又名: RED：Rescue Eternal Desert,,红荒,https://www.douban.com/doubanapp/dispatch?uri=/tv/34925299,哔哩哔哩,VIP免费观看,,,
7.3,2325人评价,12.1%,12.1%,25.9%,5.2%,3.4%,,,张伟丽 / 沈梦辰 / 邓紫棋 / 徐璐 / 利路修 / 王晨艺 / 夏之光 / 姚琛 / 张大大 / 张颜齐 / 鲍春来 / 辰亦儒 / 林丹 / 肖顺尧 / 张伦硕 / 陈铭 / 黄旭 / 纪凌尘 / 朱云峰 / 盛宇 / 赵磊 / 黄龄 / 李斯丹妮 / 乃万 / 孙芮 / 王菊 / 于文文 / 王琰博 / 熊朝忠 / 陈小纭 / 向佐更多...,类型: 运动 / 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-09-10(中国大陆),,,,又名: 拳力以赴,,拳力以赴的我们,https://www.douban.com/doubanapp/dispatch?uri=/tv/35433174,优酷视频,VIP免费观看,,,
7.4,834人评价,14.0%,14.0%,36.8%,0.0%,1.8%,导演: 李家豪,编剧: 白行野 / 元承一,赵路 / 陈奕雯 / 刘北辰 / 李蝉妃 / 夏磊,类型: 动画 / 奇幻,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-07-08(中国大陆),,集数: 24,单集片长: 15分钟,又名: Immortals of the Godless,,春秋封神,https://www.douban.com/doubanapp/dispatch?uri=/tv/35284441,爱奇艺视频,VIP免费观看,,,
