score,review,5star,4star,3star,2star,1star,director,writer,actor,genre,country,language,Premiere,season,Episode,Episode Length,aka,IMDb,name,link-href,channel,permission,web-scraper-order,web-scraper-start-url,link
5.3,21858人评价,7.6%,7.6%,36.2%,31.9%,14.1%,导演: 吴强,编剧: 贺顿 / 杨淮,徐开骋 / 易柏辰 / 王双 / 刘贾玺 / 黄千硕 / 利晴天 / 何倩影 / 丁宁 / 徐沁更多...,类型: 剧情 / 爱情,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-02-13(中国大陆),,集数: 16,单集片长: 43分钟,又名: 奈何boss要娶我第二季 / Well-Intended Love 2,IMDb: tt11766250,奈何boss要娶我2,https://www.douban.com/doubanapp/dispatch?uri=/tv/33477102,腾讯视频,VIP免费观看,,,
6.0,8107人评价,9.4%,9.4%,43.8%,21.9%,7.8%,导演: 祝东宁 / 李雁倩,编剧: 虢爽,梁洁 / 辛云来 / 刘海宽 / 罗秋韵 / 吴季峰 / 陈诗敏 / 涂凌 / 魏瑾 / 四正 / 汪汐潮 / 刘洛汐 / 向遨宇 / 苏子珊更多...,类型: 爱情,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-06-29(中国大陆),,集数: 31,单集片长: 39分钟,又名: Don't Lie To Your Lover / Mr. Honesty,IMDb: tt12845014,不说谎恋人,https://www.douban.com/doubanapp/dispatch?uri=/tv/34852404,腾讯视频,VIP免费观看,,,
6.6,2349人评价,13.2%,13.2%,36.8%,8.8%,10.3%,导演: 陆伟,编剧: 王晨辰,张艺兴 / 王一博 / 王嘉尔 / 钟汉良,类型: 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-07-27(中国大陆),,集数: 12,单集片长: 50分钟,又名: Let's Chat,IMDb: tt13223850,一起火锅吧,https://www.douban.com/doubanapp/dispatch?uri=/tv/35161098,,,,,
6.6,9509人评价,8.1%,8.1%,48.7%,9.0%,3.2%,导演: 陈虹 / 曹毅立,,林海 / 李健 / 容祖儿 / 张信哲 / 钟镇涛 / 谭咏麟 / 邓紫棋 / 李玟 / 陈小春 / 孙楠 / 常石磊 / 太一 / 冯提莫 / 希林娜依·高 / 周延 / 王源 / 郑云龙 / 王琳凯 / 张碧晨 / 黄绮珊 / 张艺兴 / 李克勤 / 周深更多...,类型: 音乐 / 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-10-11(中国大陆),季数: 2,集数: 12,,又名: 中国梦之声·我们的歌 第二季,,我们的歌 第二季,https://www.douban.com/doubanapp/dispatch?uri=/tv/34968857,咪咕视频,VIP免费观看,,,
6.6,9509人评价,8.1%,8.1%,48.7%,9.0%,3.2%,导演: 陈虹 / 曹毅立,,林海 / 李健 / 容祖儿 / 张信哲 / 钟镇涛 / 谭咏麟 / 邓紫棋 / 李玟 / 陈小春 / 孙楠 / 常石磊 / 太一 / 冯提莫 / 希林娜依·高 / 周延 / 王源 / 郑云龙 / 王琳凯 / 张碧晨 / 黄绮珊 / 张艺兴 / 李克勤 / 周深更多...,类型: 音乐 / 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-10-11(中国大陆),季数: 2,集数: 12,,又名: 中国梦之声·我们的歌 第二季,,我们的歌 第二季,https://www.douban.com/doubanapp/dispatch?uri=/tv/34968857,爱奇艺视频,VIP免费观看,,,
6.6,9509人评价,8.1%,8.1%,48.7%,9.0%,3.2%,导演: 陈虹 / 曹毅立,,林海 / 李健 / 容祖儿 / 张信哲 / 钟镇涛 / 谭咏麟 / 邓紫棋 / 李玟 / 陈小春 / 孙楠 / 常石磊 / 太一 / 冯提莫 / 希林娜依·高 / 周延 / 王源 / 郑云龙 / 王琳凯 / 张碧晨 / 黄绮珊 / 张艺兴 / 李克勤 / 周深更多...,类型: 音乐 / 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-10-11(中国大陆),季数: 2,集数: 12,,又名: 中国梦之声·我们的歌 第二季,,我们的歌 第二季,https://www.douban.com/doubanapp/dispatch?uri=/tv/34968857,腾讯视频,VIP免费观看,,,
6.9,9779人评价,14.1%,14.1%,35.7%,13.0%,2.7%,导演: 李小江,编剧: 贾程,汤敏 / 杨凯程 / 斯琴高丽 / 刘潺 / 李晓红 / 刘静怡 / 孙毅 / 梁策 / 许言 / 药一樍更多...,类型: 爱情 / 古装,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-01-27(中国大陆),,集数: 36,单集片长: 40分钟,,IMDb: tt12216022,人间烟火花小厨,https://www.douban.com/doubanapp/dispatch?uri=/tv/30243275,优酷视频,VIP免费观看,,,
7.0,6482人评价,12.3%,12.3%,37.9%,8.8%,3.2%,,,伊能静 / 黄圣依 / 朱正廷 / 金子涵 / 戴燕妮 / 张纯烨 / 姜振宇更多...,类型: 爱情 / 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-09-30(中国大陆),,集数: 12,,,,我们恋爱吧 第二季,https://www.douban.com/doubanapp/dispatch?uri=/tv/35013741,优酷视频,VIP免费观看,,,
7.6,450人评价,18.3%,18.3%,33.1%,2.4%,0.0%,导演: 李琦 / 宋禹 / 纵红雨,编剧: 陈瑶瑶,谢猛,类型: 纪录片 / 历史,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-12-17(中国大陆),,集数: 3,单集片长: 50分钟,,,重返刺桐城,https://www.douban.com/doubanapp/dispatch?uri=/tv/35295952,,,,,
7.9,4280人评价,31.0%,31.0%,23.0%,3.4%,1.5%,导演: 吴紫鹃,编剧: 王婧,开心麻花 / 小荧星,类型: 喜剧 / 历史,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-08-19(中国大陆),季数: 1,集数: 30,单集片长: 5分钟,,,此画怎讲,https://www.douban.com/doubanapp/dispatch?uri=/tv/35181055,,,,,
8.3,1626人评价,41.4%,41.4%,17.1%,1.4%,2.9%,,,马嘉祺 / 丁程鑫 / 宋亚轩 / 刘耀文 / 张真源 / 严浩翔 / 贺峻霖更多...,类型: 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-09-09(中国大陆),,集数: 7,单集片长: 30分钟,,,我们的新家,https://www.douban.com/doubanapp/dispatch?uri=/tv/35202923,,,,,
,暂无评分,,,,,,导演: 51,编剧: 北斗星司仪,朱志鑫 / 苏新皓 / 邓佳鑫 / 左航 / 张极 / 张泽禹 / 赵冠羽 / 童禹坤 / 余宇涵 / 陈天润 / 张峻豪 / 穆祉丞 / 姚昱辰更多...,类型: 剧情,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-07-31(中国大陆),,,单集片长: 10分钟,,,三班，不一般,https://www.douban.com/doubanapp/dispatch?uri=/tv/35165255,,,,,
,暂无评分,,,,,,导演: 金今,编剧: 金今,魏茹晨 / 山新 / 杨凝 / 叮当 / 藤新 / 小连杀 / 张韦 / 阎么么 / 郝祥海 / 皇贞季 / 闫夜桥更多...,类型: 爱情 / 动画 / 奇幻,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-08-06(中国大陆),季数: 8,集数: 26,单集片长: 22分钟,又名: 叶罗丽精灵梦8 / 精灵梦叶罗丽 第八季,,精灵梦叶罗丽8,https://www.douban.com/doubanapp/dispatch?uri=/tv/34989333,腾讯视频,VIP免费观看,,,
,暂无评分,,,,,,导演: 金今,编剧: 金今,魏茹晨 / 山新 / 杨凝 / 叮当 / 藤新 / 小连杀 / 张韦 / 阎么么 / 郝祥海 / 皇贞季 / 闫夜桥更多...,类型: 爱情 / 动画 / 奇幻,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-08-06(中国大陆),季数: 8,集数: 26,单集片长: 22分钟,又名: 叶罗丽精灵梦8 / 精灵梦叶罗丽 第八季,,精灵梦叶罗丽8,https://www.douban.com/doubanapp/dispatch?uri=/tv/34989333,芒果TV,免费观看,,,
6.1,15431人评价,7.9%,7.9%,45.9%,20.0%,5.6%,导演: 陈育新,编剧: 陈育新,经超 / 张佳宁 / 奚美娟 / 邬君梅 / 谭凯 / 林籽 / 张峻鸣 / 张志坚 / 刘敏涛 / 杜志国 / 冯雷 / 汤镇宗 / 王双宝 / 朱锐 / 金珈 / 张岩 / 麻骏 / 崔绍涵 / 林乐炫 / 韩潇珧 / 虞汇源 / 孔嫚 / 冯国强 / 公磊 / 王虎城 / 葛秋谷 / 马艺家 / 王铂清 / 高大伟 / 王小伟 / 丁志勇 / 姚兵 / 杨帆 / 杨松睿 / 刘峰超 / 宋紫菲 / 郭子溪 / 孙霆 / 小么哥 / 刘欣杰 / 陈昊明 / 雷诺儿 / 毛成 / 王侃伟 / 张译丹更多...,类型: 悬疑 / 犯罪,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-05-28(中国大陆),,集数: 51,单集片长: 45分钟,又名: 燃烧的DNA,IMDb: tt12357064,燃烧,https://www.douban.com/doubanapp/dispatch?uri=/tv/30419588,咪咕视频,VIP免费观看,,,
6.1,15431人评价,7.9%,7.9%,45.9%,20.0%,5.6%,导演: 陈育新,编剧: 陈育新,经超 / 张佳宁 / 奚美娟 / 邬君梅 / 谭凯 / 林籽 / 张峻鸣 / 张志坚 / 刘敏涛 / 杜志国 / 冯雷 / 汤镇宗 / 王双宝 / 朱锐 / 金珈 / 张岩 / 麻骏 / 崔绍涵 / 林乐炫 / 韩潇珧 / 虞汇源 / 孔嫚 / 冯国强 / 公磊 / 王虎城 / 葛秋谷 / 马艺家 / 王铂清 / 高大伟 / 王小伟 / 丁志勇 / 姚兵 / 杨帆 / 杨松睿 / 刘峰超 / 宋紫菲 / 郭子溪 / 孙霆 / 小么哥 / 刘欣杰 / 陈昊明 / 雷诺儿 / 毛成 / 王侃伟 / 张译丹更多...,类型: 悬疑 / 犯罪,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-05-28(中国大陆),,集数: 51,单集片长: 45分钟,又名: 燃烧的DNA,IMDb: tt12357064,燃烧,https://www.douban.com/doubanapp/dispatch?uri=/tv/30419588,爱奇艺视频,VIP免费观看,,,
6.1,15431人评价,7.9%,7.9%,45.9%,20.0%,5.6%,导演: 陈育新,编剧: 陈育新,经超 / 张佳宁 / 奚美娟 / 邬君梅 / 谭凯 / 林籽 / 张峻鸣 / 张志坚 / 刘敏涛 / 杜志国 / 冯雷 / 汤镇宗 / 王双宝 / 朱锐 / 金珈 / 张岩 / 麻骏 / 崔绍涵 / 林乐炫 / 韩潇珧 / 虞汇源 / 孔嫚 / 冯国强 / 公磊 / 王虎城 / 葛秋谷 / 马艺家 / 王铂清 / 高大伟 / 王小伟 / 丁志勇 / 姚兵 / 杨帆 / 杨松睿 / 刘峰超 / 宋紫菲 / 郭子溪 / 孙霆 / 小么哥 / 刘欣杰 / 陈昊明 / 雷诺儿 / 毛成 / 王侃伟 / 张译丹更多...,类型: 悬疑 / 犯罪,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-05-28(中国大陆),,集数: 51,单集片长: 45分钟,又名: 燃烧的DNA,IMDb: tt12357064,燃烧,https://www.douban.com/doubanapp/dispatch?uri=/tv/30419588,腾讯视频,VIP免费观看,,,
6.4,10475人评价,10.5%,10.5%,44.1%,14.4%,5.4%,导演: 严典雅,,王琳凯 / 袁娅维 / 刘嘉裕 / 杨长青 / 艾热 / 派克特 / 郑光 / 法老 / 陈奂仁 / 赵东林更多...,类型: 音乐 / 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-06-06(中国大陆),,集数: 12,单集片长: 100分钟,又名: Listen Up说唱歌曲创作大赛 第五季 / Rap Star / Listen Up 2020,,说唱听我的,https://www.douban.com/doubanapp/dispatch?uri=/tv/34982187,芒果TV,免费观看,,,
6.5,3392人评价,7.2%,7.2%,31.3%,14.5%,7.2%,导演: 赵聪,编剧: 金耀希,黄子弘凡 / 杨霖 / 陈怡凡 / 刘柠昊 / 韩涛,类型: 剧情 / 悬疑,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-01-02(中国大陆),,集数: 16,单集片长: 12分钟,,,那年夏天的秘密,https://www.douban.com/doubanapp/dispatch?uri=/tv/34907076,芒果TV,免费观看,,,
6.8,13358人评价,12.5%,12.5%,43.8%,9.8%,4.0%,导演: 天毅,编剧: 郑东影 / 陈雪 / 周航,李佳航 / 王玥晞 / 陈希郡 / 黄婧 / 盛朗熙 / 卞涛 / 薛景瑞 / 蔡伟 / 滕爱弦 / 周乐 / 贺镪 / 刘真君 / 李泰 / 苗清 / 谭泉 / 任彬 / 杨文哲 / 王霏 / 陈奕静 / 向往 / 肖明 / 赵晓飞 / 于东江 / 马小宁 / 吴楠 / 史奕 / 吕泽诚 / 张峰 / 苏欣 / 毕慧 / 赵飞 / 卢钲 / 蒋君 / 朱敏 / 安雅萍 / 侯杰 / 朱薇薇 / 孙亿舒 / 陈忆惺 / 喻言 / 余俪 / 吕纪媛 / 赵文明 / 刘世杰 / 祝昕愿更多...,类型: 剧情 / 喜剧,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-03-09(中国大陆),,集数: 30,单集片长: 45分钟,,IMDb: tt11937708,猎心者,https://www.douban.com/doubanapp/dispatch?uri=/tv/33441836,爱奇艺视频,VIP免费观看,,,
6.9,36924人评价,17.8%,17.8%,30.8%,11.1%,6.9%,导演: 张佩,编剧: 岑俊义 / 彭聆,邓紫棋 / 郎朗 / 欧阳娜娜 / 周震南 / 梁龙 / 朴树更多...,类型: 音乐 / 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-07-11(中国大陆),,集数: 10,单集片长: 250分钟,又名: 明日之子4 / 明日之子乐团季 / 明日之子：原石计划 / 明日之子 Ⅳ 原石计划 / 明日之子SUPER BAND / The Coming One: SUPER BAND,,明日之子 第四季,https://www.douban.com/doubanapp/dispatch?uri=/tv/34874850,腾讯视频,免费观看,,,
8.5,7584人评价,37.9%,37.9%,12.9%,0.4%,0.0%,导演: 汪健红 / 杨苏烨 / 侯佳 / 田甜,,李洁,类型: 纪录片,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-07-24(中国大陆),季数: 3,集数: 10,单集片长: 11分钟,又名: 风味原产地·第三季 / Flavorful Origins,IMDb: tt12833426,风味原产地·甘肃,https://www.douban.com/doubanapp/dispatch?uri=/tv/35145523,,,,,
9.2,13072人评价,70.8%,70.8%,7.2%,0.6%,0.3%,导演: 王童 / 李纵苇,,黄渤 / 宋祖儿 / 王彦霖,类型: 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-07-28(中国大陆),,集数: 10,单集片长: 60分钟,又名: 忘不了餐厅2,,忘不了餐厅 第二季,https://www.douban.com/doubanapp/dispatch?uri=/tv/34894506,咪咕视频,免费观看,,,
9.2,13072人评价,70.8%,70.8%,7.2%,0.6%,0.3%,导演: 王童 / 李纵苇,,黄渤 / 宋祖儿 / 王彦霖,类型: 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-07-28(中国大陆),,集数: 10,单集片长: 60分钟,又名: 忘不了餐厅2,,忘不了餐厅 第二季,https://www.douban.com/doubanapp/dispatch?uri=/tv/34894506,腾讯视频,VIP免费观看,,,
,暂无评分,,,,,,导演: 孙纪剑 / 朱怡静,编剧: 应晓挺 / 蔡子健 / 刘芙彤 / 刘笑天,稳得高处 / 晓寒 / 古井秋筠 / 愚舟 / 龙神冕下 / 沂昂 / 六月 / 倚栏桡 / 点君 / 两两 / 秋少主 / 白雨松 / 大围 / 小老汉 / 长崎 / 煎蛋饼饼 / 遂非 / 氟西汀 / 节能 / 洛阡阡 / 牛尔 / 洛樱 / 鹿白 / 大猴 / 里德不秃 / 残月的枫影 / 冰霜墨菊 / 子话 / 燕高阳 / 小林 / 韩博文更多...,类型: 动作 / 动画 / 奇幻 / 冒险 / 武侠 / 古装,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-10-25(中国大陆),季数: 1,集数: 160,单集片长: 12,又名: Peerless Martial Spirit / A Paragon of Wu hun,,绝世武魂,https://www.douban.com/doubanapp/dispatch?uri=/tv/35235575,腾讯视频,VIP免费观看,,,
4.2,10270人评价,3.6%,3.6%,20.4%,33.1%,35.5%,导演: 吴彤,,王力宏 / 苏有朋 / 胡彦斌 / 张韶涵 / 胡海泉 / 炎亚纶 / 汪苏泷 / 萨顶顶 / 黄龄 / 秦昊 / 张小厚 / 张远 / 马雪阳 / 王晰 / 娄艺潇 / 陈志朋 / 姚琛 / 于文文 / 周蕙 / 韩雪 / 李汶翰 / 刘惜君 / 刘维 / 李鑫一 / 龚琳娜 / 黄雅莉 / 王琳凯 / 董宝石 / 苏诗丁 / 张哲轩 / 熊花 / 小羊 / 张蔷 / 王霏霏 / 段奥娟 / 汪小敏 / 檀健次 / 王博文 / 周奇 / 阿朵 / 李紫婷 / 胡夏 / 李泉 / 苏运莹 / 王铮亮 / 金承志 / 陈楚生 / 尤长靖 / 黄霄雲 / 董又霖 / 杭天琪 / 郭静 / 李艺彤 / 丁当 / 赵泳鑫 / 江映蓉 / 白举纲 / 黄绮珊 / 吴青峰 / 阿肆 / 那吾克热·玉素甫江 / 高进 / 高嘉朗 / 品冠 / 尤秋兴 / 颜志琳 / 丁丁 / 杨和苏 / 樊凯杰 / 刘美麟 / 路嘉欣 / 江美琪 / 李斯丹妮 / 艾菲 / 郑棋元 / 徐均朔 / 管栎 / 夏瀚宇 / 钱正昊 / 唐汉霄 / 徐洁儿 / 任贤齐 / 卢庚戌 / 缪杰 / 伍嘉成 / 王菊 / 熊梓淇 / 永彬更多...,类型: 音乐 / 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-02-15(中国大陆),,集数: 12,单集片长: 90分钟,又名: 天赐的荣耀,,天赐的声音 第一季,https://www.douban.com/doubanapp/dispatch?uri=/tv/34936476,爱奇艺视频,VIP免费观看,,,
4.2,10270人评价,3.6%,3.6%,20.4%,33.1%,35.5%,导演: 吴彤,,王力宏 / 苏有朋 / 胡彦斌 / 张韶涵 / 胡海泉 / 炎亚纶 / 汪苏泷 / 萨顶顶 / 黄龄 / 秦昊 / 张小厚 / 张远 / 马雪阳 / 王晰 / 娄艺潇 / 陈志朋 / 姚琛 / 于文文 / 周蕙 / 韩雪 / 李汶翰 / 刘惜君 / 刘维 / 李鑫一 / 龚琳娜 / 黄雅莉 / 王琳凯 / 董宝石 / 苏诗丁 / 张哲轩 / 熊花 / 小羊 / 张蔷 / 王霏霏 / 段奥娟 / 汪小敏 / 檀健次 / 王博文 / 周奇 / 阿朵 / 李紫婷 / 胡夏 / 李泉 / 苏运莹 / 王铮亮 / 金承志 / 陈楚生 / 尤长靖 / 黄霄雲 / 董又霖 / 杭天琪 / 郭静 / 李艺彤 / 丁当 / 赵泳鑫 / 江映蓉 / 白举纲 / 黄绮珊 / 吴青峰 / 阿肆 / 那吾克热·玉素甫江 / 高进 / 高嘉朗 / 品冠 / 尤秋兴 / 颜志琳 / 丁丁 / 杨和苏 / 樊凯杰 / 刘美麟 / 路嘉欣 / 江美琪 / 李斯丹妮 / 艾菲 / 郑棋元 / 徐均朔 / 管栎 / 夏瀚宇 / 钱正昊 / 唐汉霄 / 徐洁儿 / 任贤齐 / 卢庚戌 / 缪杰 / 伍嘉成 / 王菊 / 熊梓淇 / 永彬更多...,类型: 音乐 / 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-02-15(中国大陆),,集数: 12,单集片长: 90分钟,又名: 天赐的荣耀,,天赐的声音 第一季,https://www.douban.com/doubanapp/dispatch?uri=/tv/34936476,腾讯视频,VIP免费观看,,,
4.2,10270人评价,3.6%,3.6%,20.4%,33.1%,35.5%,导演: 吴彤,,王力宏 / 苏有朋 / 胡彦斌 / 张韶涵 / 胡海泉 / 炎亚纶 / 汪苏泷 / 萨顶顶 / 黄龄 / 秦昊 / 张小厚 / 张远 / 马雪阳 / 王晰 / 娄艺潇 / 陈志朋 / 姚琛 / 于文文 / 周蕙 / 韩雪 / 李汶翰 / 刘惜君 / 刘维 / 李鑫一 / 龚琳娜 / 黄雅莉 / 王琳凯 / 董宝石 / 苏诗丁 / 张哲轩 / 熊花 / 小羊 / 张蔷 / 王霏霏 / 段奥娟 / 汪小敏 / 檀健次 / 王博文 / 周奇 / 阿朵 / 李紫婷 / 胡夏 / 李泉 / 苏运莹 / 王铮亮 / 金承志 / 陈楚生 / 尤长靖 / 黄霄雲 / 董又霖 / 杭天琪 / 郭静 / 李艺彤 / 丁当 / 赵泳鑫 / 江映蓉 / 白举纲 / 黄绮珊 / 吴青峰 / 阿肆 / 那吾克热·玉素甫江 / 高进 / 高嘉朗 / 品冠 / 尤秋兴 / 颜志琳 / 丁丁 / 杨和苏 / 樊凯杰 / 刘美麟 / 路嘉欣 / 江美琪 / 李斯丹妮 / 艾菲 / 郑棋元 / 徐均朔 / 管栎 / 夏瀚宇 / 钱正昊 / 唐汉霄 / 徐洁儿 / 任贤齐 / 卢庚戌 / 缪杰 / 伍嘉成 / 王菊 / 熊梓淇 / 永彬更多...,类型: 音乐 / 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-02-15(中国大陆),,集数: 12,单集片长: 90分钟,又名: 天赐的荣耀,,天赐的声音 第一季,https://www.douban.com/doubanapp/dispatch?uri=/tv/34936476,哔哩哔哩,VIP免费观看,,,
4.6,8245人评价,2.2%,2.2%,35.5%,25.8%,28.0%,导演: 吴强,编剧: 彭易颖 / 韩雨婷,宣璐 / 赵志伟 / 王家茵 / 刘胤君 / 刘宥畅 / 金美辰 / 梅妮莎 / 彭必瑶 / 肖雨 / 李莎 / 郝文婷更多...,类型: 爱情,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-06-10(中国大陆),,集数: 24,单集片长: 40分钟,,IMDb: tt12357564,奈何BOSS又如何,https://www.douban.com/doubanapp/dispatch?uri=/tv/33414990,芒果TV,VIP免费观看,,,
4.8,10052人评价,4.1%,4.1%,37.5%,35.2%,18.4%,导演: 陈国华 / 何耀宗,编剧: 黄育德,黄宗泽 / 吴卓羲 / 关智斌 / 周秀娜 / 张雅卓 / 吴千语 / 罗嘉良 / 李瑞超 / 麦长青 / 黎明明更多...,类型: 剧情,制片国家/地区: 中国大陆 / 中国香港,语言: 汉语普通话,2020-07-09(中国大陆),,集数: 30,单集片长: 44分钟,又名: White War,IMDb: tt12644260,战毒,https://www.douban.com/doubanapp/dispatch?uri=/tv/30477146,优酷视频,VIP免费观看,,,
4.8,10052人评价,4.1%,4.1%,37.5%,35.2%,18.4%,导演: 陈国华 / 何耀宗,编剧: 黄育德,黄宗泽 / 吴卓羲 / 关智斌 / 周秀娜 / 张雅卓 / 吴千语 / 罗嘉良 / 李瑞超 / 麦长青 / 黎明明更多...,类型: 剧情,制片国家/地区: 中国大陆 / 中国香港,语言: 汉语普通话,2020-07-09(中国大陆),,集数: 30,单集片长: 44分钟,又名: White War,IMDb: tt12644260,战毒,https://www.douban.com/doubanapp/dispatch?uri=/tv/30477146,爱奇艺视频,VIP免费观看,,,
5.1,7483人评价,4.4%,4.4%,35.7%,31.7%,16.3%,导演: 付宁,编剧: 付宁 / 袁大举,刘佩琦 / 连奕名 / 曹翠芬 / 张龄心 / 关晓彤 / 张晞临 / 刘敏 / 牛莉 / 吴磊更多...,类型: 剧情 / 家庭,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-07-10(中国大陆),,集数: 42,单集片长: 45分钟,又名: 嗨，什刹海,IMDb: tt12655826,什刹海,https://www.douban.com/doubanapp/dispatch?uri=/tv/34928058,爱奇艺视频,VIP免费观看,,,
5.1,7483人评价,4.4%,4.4%,35.7%,31.7%,16.3%,导演: 付宁,编剧: 付宁 / 袁大举,刘佩琦 / 连奕名 / 曹翠芬 / 张龄心 / 关晓彤 / 张晞临 / 刘敏 / 牛莉 / 吴磊更多...,类型: 剧情 / 家庭,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-07-10(中国大陆),,集数: 42,单集片长: 45分钟,又名: 嗨，什刹海,IMDb: tt12655826,什刹海,https://www.douban.com/doubanapp/dispatch?uri=/tv/34928058,优酷视频,VIP免费观看,,,
5.1,7483人评价,4.4%,4.4%,35.7%,31.7%,16.3%,导演: 付宁,编剧: 付宁 / 袁大举,刘佩琦 / 连奕名 / 曹翠芬 / 张龄心 / 关晓彤 / 张晞临 / 刘敏 / 牛莉 / 吴磊更多...,类型: 剧情 / 家庭,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-07-10(中国大陆),,集数: 42,单集片长: 45分钟,又名: 嗨，什刹海,IMDb: tt12655826,什刹海,https://www.douban.com/doubanapp/dispatch?uri=/tv/34928058,腾讯视频,VIP免费观看,,,
5.1,7483人评价,4.4%,4.4%,35.7%,31.7%,16.3%,导演: 付宁,编剧: 付宁 / 袁大举,刘佩琦 / 连奕名 / 曹翠芬 / 张龄心 / 关晓彤 / 张晞临 / 刘敏 / 牛莉 / 吴磊更多...,类型: 剧情 / 家庭,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-07-10(中国大陆),,集数: 42,单集片长: 45分钟,又名: 嗨，什刹海,IMDb: tt12655826,什刹海,https://www.douban.com/doubanapp/dispatch?uri=/tv/34928058,央视频,VIP免费观看,,,
6.0,12409人评价,12.6%,12.6%,41.9%,20.9%,9.9%,导演: 杨磊,编剧: 王欢,陈晓 / 王子文 / 贾青 / 于谨维 / 朱嘉琦 / 张淞 / 岳跃利更多...,类型: 剧情,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-11-30(中国大陆),,集数: 44,单集片长: 45分钟,,IMDb: tt12409686,了不起的儿科医生,https://www.douban.com/doubanapp/dispatch?uri=/tv/30290650,优酷视频,VIP免费观看,,,
6.0,12409人评价,12.6%,12.6%,41.9%,20.9%,9.9%,导演: 杨磊,编剧: 王欢,陈晓 / 王子文 / 贾青 / 于谨维 / 朱嘉琦 / 张淞 / 岳跃利更多...,类型: 剧情,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-11-30(中国大陆),,集数: 44,单集片长: 45分钟,,IMDb: tt12409686,了不起的儿科医生,https://www.douban.com/doubanapp/dispatch?uri=/tv/30290650,芒果TV,VIP免费观看,,,
6.2,9549人评价,2.3%,2.3%,55.6%,15.8%,3.0%,导演: 王岩,编剧: 柏邦妮,梁靖康 / 李凯馨 / 裴子添 / 李希萌 / 李明峻 / 熊玉婷 / 冯波更多...,类型: 剧情 / 爱情,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-05-13(中国大陆),,集数: 24,单集片长: 45分钟,又名: 暖暖,IMDb: tt12274642,暖暖，请多指教,https://www.douban.com/doubanapp/dispatch?uri=/tv/27088994,芒果TV,免费观看,,,
6.2,9549人评价,2.3%,2.3%,55.6%,15.8%,3.0%,导演: 王岩,编剧: 柏邦妮,梁靖康 / 李凯馨 / 裴子添 / 李希萌 / 李明峻 / 熊玉婷 / 冯波更多...,类型: 剧情 / 爱情,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-05-13(中国大陆),,集数: 24,单集片长: 45分钟,又名: 暖暖,IMDb: tt12274642,暖暖，请多指教,https://www.douban.com/doubanapp/dispatch?uri=/tv/27088994,腾讯视频,VIP免费观看,,,
6.3,27584人评价,7.1%,7.1%,52.4%,13.6%,3.5%,导演: 刘紫微,编剧: 阿菲 / 王宇琼 / 王安安,宋佳 / 喻恩泰 / 刘敏涛 / 黄觉 / 宋宁峰 / 吕晓霖 / 付美 / 王禛 / 范玮 / 田原 / 郭沐橙 / 傅晓娜 / 张磊 / 于垚更多...,类型: 剧情 / 爱情 / 悬疑,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-08-19(中国大陆),,集数: 12,单集片长: 45分钟,"又名: Goodbye, My Lover",IMDb: tt11306700,白色月光,https://www.douban.com/doubanapp/dispatch?uri=/tv/34839179,优酷视频,VIP免费观看,,,
