score,review,5star,4star,3star,2star,1star,writer,actor,genre,country,language,Premiere,season,Episode,Episode Length,aka,IMDb,name,link-href,director,channel,permission
5.9,16306人评价,6.0%,6.0%,44.7%,23.7%,7.0%,编剧: 黄晓珺 / 钟祖瑶 / 宋媛媛 / 周川雯 / 李洋 / 常恒德 / 冯箫,曹佑宁 / 余玥 / 吴昊泽 / 马昕墨 / 利晴天 / 孙熹之 / 徐沁 / 汤加文 / 吴幸键更多...,类型: 爱情,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-04-15(中国大陆),,集数: 16,单集片长: 35分钟,又名: 半吟,,他在逆光中告白,https://www.douban.com/doubanapp/dispatch?uri=/tv/35404210,导演: 明焱,,
5.1,17296人评价,3.0%,3.0%,39.8%,38.1%,11.3%,编剧: 温蕊 / 刘洋 / 刘爽 / 陈澈 / 母紫馨 / 刘晓雨,张予曦 / 刘学义 / 赵圆瑗 / 古子成 / 陈鹏万里 / 李思奇 / 李子峰 / 郑希怡 / 田原更多...,类型: 剧情 / 爱情,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-11-09(中国大陆),,集数: 30,单集片长: 45分钟,又名: Love at Night,IMDb: tt15988702,夜色暗涌时,https://www.douban.com/doubanapp/dispatch?uri=/tv/35231425,导演: 林毅,芒果TV,VIP免费观看
7.0,13330人评价,12.7%,12.7%,38.6%,9.7%,2.1%,,王嘉尔 / 任嘉伦 / 陈飞宇 / 李荣浩 / 魏大勋 / 郑恺 / 于洋更多...,类型: 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-08-14(中国大陆),,集数: 10,,,IMDb: tt15257678,嗨放派,https://www.douban.com/doubanapp/dispatch?uri=/tv/35441529,导演: 姚译添,爱奇艺视频,VIP免费观看
7.2,22268人评价,16.1%,16.1%,41.6%,4.7%,2.7%,编剧: 侯蓓 / 鲁琦 / 韩辰辰 / 马郁 / 郑书聪 / 张挺 / 胡亚 / 司徒芃丽 / 蔚捷 / 王小枪,谭松韵 / 白敬亭 / 范世錡 / 王媛可 / 吴倩 / 萨日娜 / 张云龙 / 孙坚 / 杨潇然 / 喻恩泰 / 郝文婷 / 李雪健 / 王珞丹 / 袁文康 / 窦骁 / 奚美娟 / 邓家佳 / 周放 / 栾元晖 / 刘敏涛 / 王晓晨 / 田雨 / 高露 / 李庚希 / 田小洁 / 郝平 / 秦焰 / 杨昆 / 佟大为 / 陈赫 / 王紫璇 / 俞灏明 / 淳于珊珊 / 常仕欣 / 于垚更多...,类型: 剧情,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-06-16(中国大陆),,集数: 48,单集片长: 45分钟,又名: 我和我的时代,IMDb: tt23158952,我们的新时代,https://www.douban.com/doubanapp/dispatch?uri=/tv/35126672,导演: 刘海波 / 吕行 / 吕赢 / 库尔班江·吐尔达洪 / 五百 / 徐纪周 / 张挺,优酷视频,VIP免费观看
7.7,28303人评价,21.3%,21.3%,24.0%,3.6%,2.1%,,孟非 / 张纯烨 / 胡海泉 / 周深 / 毛不易 / 易立竞 / 陶勇更多...,类型: 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-11-09(中国大陆),季数: 3,集数: 10,单集片长: 180分钟,又名: 令人心动的offer：医学生季,,令人心动的offer 第三季,https://www.douban.com/doubanapp/dispatch?uri=/tv/35236749,,腾讯视频,VIP免费观看
7.9,43108人评价,33.8%,33.8%,19.7%,2.8%,4.3%,,吴磊 / 肖战 / 周深 / 白宇 / 许魏洲 / 王晓晨更多...,类型: 纪录片,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-01-05(中国大陆),,集数: 6,单集片长: 45分钟,,IMDb: tt13842370,奇妙之城,https://www.douban.com/doubanapp/dispatch?uri=/tv/35274369,导演: 萧寒,优酷视频,VIP免费观看
8.8,18786人评价,59.7%,59.7%,7.1%,4.1%,2.4%,编剧: 张昆鹏,撒贝宁 / 倪大红 / 吴樾 / 宋佳伦 / 王嘉宁,类型: 历史 / 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-02-12(中国大陆),季数: 1,集数: 11,单集片长: 90分钟,,IMDb: tt16743910,典籍里的中国,https://www.douban.com/doubanapp/dispatch?uri=/tv/35357321,导演: 卢小波 / 左兴,爱奇艺视频,免费观看
8.8,18786人评价,59.7%,59.7%,7.1%,4.1%,2.4%,编剧: 张昆鹏,撒贝宁 / 倪大红 / 吴樾 / 宋佳伦 / 王嘉宁,类型: 历史 / 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-02-12(中国大陆),季数: 1,集数: 11,单集片长: 90分钟,,IMDb: tt16743910,典籍里的中国,https://www.douban.com/doubanapp/dispatch?uri=/tv/35357321,导演: 卢小波 / 左兴,央视频,免费观看
7.1,20278人评价,16.8%,16.8%,31.9%,11.5%,2.0%,编剧: 赵丙乐 / 袁洁 / 自在天,张沛 / 黑石稔 / 冯骏骅 / 杨梦露 / 陈奕雯 / 鬼月 / 谢添天更多...,类型: 动作 / 动画 / 奇幻 / 冒险,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-03-28(中国大陆),季数: 4,集数: 24,单集片长: 24分钟,又名: 斗破苍穹动画版 第四季,IMDb: tt14993068,斗破苍穹 第四季,https://www.douban.com/doubanapp/dispatch?uri=/tv/34851198,导演: 赵丙乐,腾讯视频,VIP免费观看
6.1,23266人评价,10.0%,10.0%,32.4%,14.4%,14.4%,编剧: 李嘉 / 丁亚欣 / 温蕊,白敬亭 / 许魏洲 / 万国鹏 / 边一鸣 / 杜双宇 / 刘之冰 / 王建新 / 高冬平 / 徐僧 / 赵成顺更多...,类型: 剧情 / 运动,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-03-09(中国大陆),,集数: 44,单集片长: 45分钟,又名: 乒乓 / 荣耀之路,IMDb: tt14236190,荣耀乒乓,https://www.douban.com/doubanapp/dispatch?uri=/tv/30263645,导演: 程浩 / 李嘉,爱奇艺视频,VIP免费观看
7.6,61852人评价,16.3%,16.3%,27.0%,2.9%,0.8%,编剧: 程璐,李诞 / 大张伟 / 罗永浩 / 杨澜 / 宁静 / 杨千嬅 / 杨魏玲花 / 曾毅 / 黄西 / 王建国 / 呼兰 / 王勉 / 杨笠 / 杨蒙恩 / 庞博 / 程璐 / 周奇墨 / 徐志胜 / 何广智 / 孟川 / 张骏 / 鸟鸟 / 张踩铃 / 星悦 / 朱一旦 / 颜怡 / 颜悦 / 胡豆豆 / 赵晓卉 / 邱瑞 / 航哥 / 菠萝 / 徐峥 / 谢娜 / 郭京飞 / 张若昀 / 陈学冬更多...,类型: 喜剧 / 脱口秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-08-10(中国大陆),季数: 4,集数: 20,单集片长: 120分钟,又名: 脱口秀大会4,IMDb: tt22754650,脱口秀大会 第四季,https://www.douban.com/doubanapp/dispatch?uri=/tv/35206452,导演: 谭晓虹,腾讯视频,VIP免费观看
6.4,2624人评价,6.9%,6.9%,56.0%,13.8%,1.9%,编剧: 桔又,姜之南 / 田栩宁 / 张宸逍 / 张莉佳,类型: 剧情 / 爱情,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-12-01(中国大陆),,集数: 10,单集片长: 6,,,今天也晴朗,https://www.douban.com/doubanapp/dispatch?uri=/tv/35688561,导演: 佐又一,优酷视频,免费观看
9.2,38788人评价,68.3%,68.3%,5.9%,1.3%,0.4%,,黄磊 / 赖声川 / 乔杉 / 刘晓晔 / 修睿 / 吴彼 / 赵晓苏 / 刘晓邑 / 丁一滕 / 刘添祺 / 吴昊宸 / 何炅 / 梅婷 / 冷心清 / 金晶 / 凤莉 / 魏大勋更多...,类型: 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-01-16(中国大陆),,集数: 10,单集片长: 180分钟,又名: 会发光的你 / Drama Life / Theatre For Living,,戏剧新生活,https://www.douban.com/doubanapp/dispatch?uri=/tv/35231889,导演: 严敏,,
9.1,5830人评价,62.4%,62.4%,6.9%,0.7%,0.0%,编剧: 戴修扬 / 崔力文 / 贾寅超 / 史可 / 洪晓春,刘鸣 / 闫金凤 / 齐尔洛,类型: 纪录片,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-02-12(中国大陆),,集数: 6,单集片长: 50分钟,,,书简阅中国,https://www.douban.com/doubanapp/dispatch?uri=/tv/35365200,导演: 金铁木 / 戴修扬,央视频,VIP免费观看
9.1,5830人评价,62.4%,62.4%,6.9%,0.7%,0.0%,编剧: 戴修扬 / 崔力文 / 贾寅超 / 史可 / 洪晓春,刘鸣 / 闫金凤 / 齐尔洛,类型: 纪录片,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-02-12(中国大陆),,集数: 6,单集片长: 50分钟,,,书简阅中国,https://www.douban.com/doubanapp/dispatch?uri=/tv/35365200,导演: 金铁木 / 戴修扬,哔哩哔哩,VIP免费观看
3.3,32486人评价,0.8%,0.8%,11.7%,23.8%,58.8%,,何炅 / 王嘉尔 / 赵丽颖 / 吴磊 / 李雪琴 / 姜逸磊 / 张彬彬 / 周九良 / 魏大勋 / 岳云鹏 / 毛不易 / 马頔 / 许魏洲 / 高卿尘 / 刘彰 / 陈梓铭 / 梁严巍 / 黄研更多...,类型: 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-06-22(中国大陆),季数: 7,集数: 10,单集片长: 90分钟,又名: 拜托了冰箱 第七季 / 拜托了冰箱(中国版) 第七季,,拜托了冰箱 轰趴季,https://www.douban.com/doubanapp/dispatch?uri=/tv/35236751,导演: 何炅 / 胡悦,,
4.6,43664人评价,5.5%,5.5%,24.4%,31.1%,30.3%,,胡一天 / 胡冰卿 / 张逸杰 / 刘美含 / 刘佳 / 邓凯 / 蒲萄 / 刘碧渠 / 刘阳 / 娜吉玛 / 翟潇闻 / 张艺 / 杨彤 / 冯波 / 袁成杰 / 韩烨洲 / 王妍苏 / 李思澄 / 戴卓凝 / 成方旭 / 周奕彤 / 冷心清 / 王驰 / 王瀚 / 高文峰 / 李至强 / 林静 / 钱巨彰 / 刘之妙 / 侯婷婷 / 范进轮 / 赵紫彤 / 刘文雪 / 孙维聪 / 宋美萱 / 崔开 / 胡长江 / 陈芷琰 / 李卓霖 / 徐凡 / 栾迪更多...,类型: 爱情,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-01-20(中国大陆),,集数: 38,单集片长: 45分钟,,IMDb: tt13847742,暗恋·橘生淮南,https://www.douban.com/doubanapp/dispatch?uri=/tv/26266920,导演: 李木戈,腾讯视频,VIP免费观看
5.5,62364人评价,5.2%,5.2%,43.6%,22.3%,13.3%,编剧: 梁振华 / 姜大乔,杨幂 / 张彬彬 / 刘芮麟 / 代斯 / 王东 / 王骁 / 石凉 / 施京明 / 章申 / 宁心 / 廖京生 / 易大千更多...,类型: 剧情 / 犯罪,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-02-23(中国大陆),,集数: 40,单集片长: 45分钟,,IMDb: tt10048926,暴风眼,https://www.douban.com/doubanapp/dispatch?uri=/tv/30476726,导演: 于波,爱奇艺视频,VIP免费观看
5.5,62364人评价,5.2%,5.2%,43.6%,22.3%,13.3%,编剧: 梁振华 / 姜大乔,杨幂 / 张彬彬 / 刘芮麟 / 代斯 / 王东 / 王骁 / 石凉 / 施京明 / 章申 / 宁心 / 廖京生 / 易大千更多...,类型: 剧情 / 犯罪,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-02-23(中国大陆),,集数: 40,单集片长: 45分钟,,IMDb: tt10048926,暴风眼,https://www.douban.com/doubanapp/dispatch?uri=/tv/30476726,导演: 于波,腾讯视频,VIP免费观看
5.8,27750人评价,3.8%,3.8%,53.3%,17.1%,8.6%,编剧: 李蒙彦 / 周姝 / 杭笑,宋祖儿 / 王安宇 / 徐洋 / 夏梦 / 李浩菲 / 付伟伦 / 苗圃 / 邵逸凡更多...,类型: 剧情 / 爱情 / 运动,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-11-22(中国大陆),,集数: 35,单集片长: 45分钟,又名: To Fly with You,,陪你逐风飞翔,https://www.douban.com/doubanapp/dispatch?uri=/tv/35203355,导演: 沙维琪 / 李才 Cai Li,芒果TV,VIP免费观看
7.5,23300人评价,22.8%,22.8%,27.9%,7.6%,2.6%,编剧: 黄剑东 / 翁良平  / 郑忆宁,唐国强 / 王劲松 / 刘涛 / 苏青 / 于和伟 / 刘劲 / 王伍福 / 郭连文 / 王健 / 邵兵 / 刘之冰 / 王亚楠 / 郭广平 / 何政军 / 李健 / 王楷勝 / 谷伟 / 陆思宇 / 韩鹏翼 / 安冬 / 李强 / 陈逸恒 / 霍青 / 朱铁 / 赵麒 / 王强 / 赵亮 / 米学东 / 薛奇 / 徐光宇 / 王雷 / 林永健 / 张云龙 / 陈都灵 / 何晟铭 / 宁理 / 姚居德 / 卢奇 / 陈奕丞 / 胡亚捷 / 章申 / 邢岷山 / 刘斌 / 谭凯 / 于慧 / 赵秦 / 邵峰 / 毕彦君 / 赵晓明 / 于滨 / 王辉 / 柳明明 / 鲍大志 / 刘昀 / 李思博 / 郑伟 / 战卫华 / 吴晓东 / 李艺科 / 姚金飞 / 封新天 / 高强 / 石凉 / 周帅 / 乔晟一 / 张喜前 / 王今心 / 李梦男 / 曹磊 / 徐僧 / 王同辉 / 邢雨静 / 王季明珠更多...,类型: 剧情 / 历史,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-06-25(中国大陆),,集数: 49,单集片长: 45分钟,,IMDb: tt16923976,大决战,https://www.douban.com/doubanapp/dispatch?uri=/tv/35268507,导演: 高希希,优酷视频,VIP免费观看
7.5,23300人评价,22.8%,22.8%,27.9%,7.6%,2.6%,编剧: 黄剑东 / 翁良平  / 郑忆宁,唐国强 / 王劲松 / 刘涛 / 苏青 / 于和伟 / 刘劲 / 王伍福 / 郭连文 / 王健 / 邵兵 / 刘之冰 / 王亚楠 / 郭广平 / 何政军 / 李健 / 王楷勝 / 谷伟 / 陆思宇 / 韩鹏翼 / 安冬 / 李强 / 陈逸恒 / 霍青 / 朱铁 / 赵麒 / 王强 / 赵亮 / 米学东 / 薛奇 / 徐光宇 / 王雷 / 林永健 / 张云龙 / 陈都灵 / 何晟铭 / 宁理 / 姚居德 / 卢奇 / 陈奕丞 / 胡亚捷 / 章申 / 邢岷山 / 刘斌 / 谭凯 / 于慧 / 赵秦 / 邵峰 / 毕彦君 / 赵晓明 / 于滨 / 王辉 / 柳明明 / 鲍大志 / 刘昀 / 李思博 / 郑伟 / 战卫华 / 吴晓东 / 李艺科 / 姚金飞 / 封新天 / 高强 / 石凉 / 周帅 / 乔晟一 / 张喜前 / 王今心 / 李梦男 / 曹磊 / 徐僧 / 王同辉 / 邢雨静 / 王季明珠更多...,类型: 剧情 / 历史,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-06-25(中国大陆),,集数: 49,单集片长: 45分钟,,IMDb: tt16923976,大决战,https://www.douban.com/doubanapp/dispatch?uri=/tv/35268507,导演: 高希希,腾讯视频,VIP免费观看
7.5,23300人评价,22.8%,22.8%,27.9%,7.6%,2.6%,编剧: 黄剑东 / 翁良平  / 郑忆宁,唐国强 / 王劲松 / 刘涛 / 苏青 / 于和伟 / 刘劲 / 王伍福 / 郭连文 / 王健 / 邵兵 / 刘之冰 / 王亚楠 / 郭广平 / 何政军 / 李健 / 王楷勝 / 谷伟 / 陆思宇 / 韩鹏翼 / 安冬 / 李强 / 陈逸恒 / 霍青 / 朱铁 / 赵麒 / 王强 / 赵亮 / 米学东 / 薛奇 / 徐光宇 / 王雷 / 林永健 / 张云龙 / 陈都灵 / 何晟铭 / 宁理 / 姚居德 / 卢奇 / 陈奕丞 / 胡亚捷 / 章申 / 邢岷山 / 刘斌 / 谭凯 / 于慧 / 赵秦 / 邵峰 / 毕彦君 / 赵晓明 / 于滨 / 王辉 / 柳明明 / 鲍大志 / 刘昀 / 李思博 / 郑伟 / 战卫华 / 吴晓东 / 李艺科 / 姚金飞 / 封新天 / 高强 / 石凉 / 周帅 / 乔晟一 / 张喜前 / 王今心 / 李梦男 / 曹磊 / 徐僧 / 王同辉 / 邢雨静 / 王季明珠更多...,类型: 剧情 / 历史,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-06-25(中国大陆),,集数: 49,单集片长: 45分钟,,IMDb: tt16923976,大决战,https://www.douban.com/doubanapp/dispatch?uri=/tv/35268507,导演: 高希希,爱奇艺视频,VIP免费观看
7.5,23300人评价,22.8%,22.8%,27.9%,7.6%,2.6%,编剧: 黄剑东 / 翁良平  / 郑忆宁,唐国强 / 王劲松 / 刘涛 / 苏青 / 于和伟 / 刘劲 / 王伍福 / 郭连文 / 王健 / 邵兵 / 刘之冰 / 王亚楠 / 郭广平 / 何政军 / 李健 / 王楷勝 / 谷伟 / 陆思宇 / 韩鹏翼 / 安冬 / 李强 / 陈逸恒 / 霍青 / 朱铁 / 赵麒 / 王强 / 赵亮 / 米学东 / 薛奇 / 徐光宇 / 王雷 / 林永健 / 张云龙 / 陈都灵 / 何晟铭 / 宁理 / 姚居德 / 卢奇 / 陈奕丞 / 胡亚捷 / 章申 / 邢岷山 / 刘斌 / 谭凯 / 于慧 / 赵秦 / 邵峰 / 毕彦君 / 赵晓明 / 于滨 / 王辉 / 柳明明 / 鲍大志 / 刘昀 / 李思博 / 郑伟 / 战卫华 / 吴晓东 / 李艺科 / 姚金飞 / 封新天 / 高强 / 石凉 / 周帅 / 乔晟一 / 张喜前 / 王今心 / 李梦男 / 曹磊 / 徐僧 / 王同辉 / 邢雨静 / 王季明珠更多...,类型: 剧情 / 历史,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-06-25(中国大陆),,集数: 49,单集片长: 45分钟,,IMDb: tt16923976,大决战,https://www.douban.com/doubanapp/dispatch?uri=/tv/35268507,导演: 高希希,央视频,VIP免费观看
5.3,17931人评价,4.2%,4.2%,35.2%,30.3%,14.5%,编剧: 杨十夜,邢昭林 / 梁洁 / 方逸伦 / 孙艺宁 / 周紫馨 / 陈靖可 / 王浩歌 / 胡释之 / 倪寒尽 / 天爱 / 周航更多...,类型: 爱情 / 古装,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-06-01(中国大陆),,集数: 30,单集片长: 40分钟,又名: 双世宠妃3 / The Eternal Love,,双世宠妃Ⅲ,https://www.douban.com/doubanapp/dispatch?uri=/tv/30373779,导演: 李阳,腾讯视频,VIP免费观看
7.3,18903人评价,13.9%,13.9%,40.3%,3.2%,0.4%,编剧: 桃子 / 小凡 / 吕晓敏 / 赵昕,徐佳琦 / 张杰 / 苏尚卿 / 钱琛 / 赵爽 / 李诗萌 / 宝木中阳 / 刘校妤 / 杨天翔 / 郭浩然 / 刘琮 / 金弦 / 关帅 / 赵熠彤 / 张占坤 / 栾立胜 / 王靖扬 / 孙路路 / 胡亚捷 / 马程 / 聂曦映 / 谷江山 / 高枫 / 张碧玉 / 齐思伽 / 赵铭洲 / 星潮 / 蔡海婷 / 周俞辰更多...,类型: 剧情 / 喜剧 / 动画,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-04-21(中国大陆),季数: 1,集数: 24,单集片长: 14分钟,又名: No Doubt In Us,,两不疑,https://www.douban.com/doubanapp/dispatch?uri=/tv/34925295,导演: 王丰彬,哔哩哔哩,VIP免费观看
7.8,16391人评价,26.3%,26.3%,17.5%,6.3%,3.1%,编剧: 赵聪,吴佳怡 / 翟子路 / 鲁照华 / 米咪 / 王泽轩 / 柯颖 / 陈泽更多...,类型: 剧情,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-01-14(中国大陆),,集数: 30,单集片长: 47分钟,又名: 你好对方辩友2,,你好，对方辩友2,https://www.douban.com/doubanapp/dispatch?uri=/tv/35027442,导演: 沈文帅,芒果TV,VIP免费观看
7.3,56398人评价,15.5%,15.5%,32.2%,5.2%,2.1%,,陈小春 / 张智霖 / 言承旭 / 林志炫 / 黄贯中 / 谢天华 / 林晓峰 / 梁汉文 / 赵文卓 / 张晋 / 尹正 / 胡海泉 / 黄征 / 张淇 / 陈辉 / 李承铉 / 刘端端 / 张云龙 / 白举纲 / 热狗 / 周延 / 欧阳靖 / 布瑞吉 / 刘聪 / 敖犬 / 高瀚宇 / 李铢衔 / 麦亨利 / 刘迦 / 李响 / 瑞奇 / 张含韵 / 杨钰莹 / 齐思钧 / 沈梦辰 / 刘涛 / 蔡少芬 / 袁咏仪 / 应采儿 / 张丹露 / 韦佳 / 戚薇 / 莫文蔚 / 王斯然更多...,类型: 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-08-12(中国大陆),,集数: 12,单集片长: 100分钟,又名: 披荆斩棘 / 哥哥的滚烫人生 / Call Me by Fire,,披荆斩棘的哥哥,https://www.douban.com/doubanapp/dispatch?uri=/tv/35161214,导演: 吴梦知 / 果果,芒果TV,VIP免费观看
5.9,43434人评价,7.6%,7.6%,39.1%,16.0%,13.7%,编剧: 陈一个,邓超 / 宁静 / 周深 / 刘逸云 / 周震南 / 郑乃馨 / 龚俊 / 王嘉尔 / 何炅 / 木村光希更多...,类型: 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-02-17(中国大陆),,集数: 10,单集片长: 150分钟,又名: 创造营 第四季,IMDb: tt13939186,创造营2021,https://www.douban.com/doubanapp/dispatch?uri=/tv/35165368,导演: 孙莉,,
7.5,27781人评价,14.1%,14.1%,33.1%,3.1%,0.7%,,景甜 / 唐艺昕 / 王彦霖 / 王子文 / 谢楠 / 薛兆丰更多...,类型: 爱情 / 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-12-28(中国大陆),,集数: 10,单集片长: 120分钟,,,半熟恋人,https://www.douban.com/doubanapp/dispatch?uri=/tv/35539492,导演: 陈平,,
5.2,30054人评价,2.5%,2.5%,43.9%,33.6%,11.2%,,那英 / 杨钰莹 / 金巧巧 / 李慧珍 / 左小青 / 程莉莎 / 胡静 / 董璇 / 张柏芝 / 董洁 / 容祖儿 / 安又琪 / 王鸥 / 陈妍希 / 吕一 / 周笔畅 / 弦子 / 贾青 / 蒋璐霞 / 袁姗姗 / 张馨予 / 汤晶媚 / 阿兰 / 李菲儿 / 江映蓉 / 吉克隽逸 / 陈小纭 / 刘烨 / 陈梓童 / 宣璐 / 黄晓明 / 杜华 / 陈琦沅 / 霍汶希 / 刘卓 / 齐思钧 / 秦昊 / 曾黎 / 杨丞琳 / 苏运莹 / 杜江 / 李斯丹妮 / 郁可唯 / 蓝盈莹 / 王霏霏 / 孟佳 / 阿朵 / 杨澜 / 惠英红 / 王嘉尔 / 龚俊 / 郑云龙 / 梁博 / 刘家辉 / 虫子 / 卢子健更多...,类型: 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-01-22(中国大陆),,集数: 12,单集片长: 237分钟,又名: 乘风破浪的姐姐2,,乘风破浪的姐姐 第二季,https://www.douban.com/doubanapp/dispatch?uri=/tv/35229470,导演: 晏吉,芒果TV,VIP免费观看
5.6,5601人评价,7.4%,7.4%,37.0%,25.9%,13.0%,编剧: 熊嘉南 / 钟祖瑶 / 何光月 / 陈珊 / 刘勇,肖凯中 / 田曦薇 / 孙熹之 / 王熙然 / 张冠森 / 刘贾玺 / 徐沁 / 莫非万里 / 刘逢乔 / 刘帅 / 王奕萌更多...,类型: 剧情 / 爱情 / 奇幻 / 古装,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-02-08(中国大陆),,集数: 16,单集片长: 35分钟,,IMDb: tt14236206,我的宠物少将军,https://www.douban.com/doubanapp/dispatch?uri=/tv/34463335,导演: 吴强,,
6.8,59276人评价,7.8%,7.8%,47.0%,7.6%,1.2%,编剧: 贾长安,段奕宏 / 大鹏 / 曾美慧孜 / 郑楚一 / 张国强 / 邢佳栋 / 刘威葳 / 刘亦然 / 申琦 / 张林 / 衣云鹤 / 冯兵 / 董博 / 朱梓瑜 / 程禹森 / 魏震 / 李乃文 / 陈明昊 / 高峰 / 周铁 / 朱辉 / 赵芮更多...,类型: 悬疑 / 犯罪,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-09-09(中国大陆),,集数: 16,单集片长: 45分钟,又名: Double Tap,IMDb: tt15437350,双探,https://www.douban.com/doubanapp/dispatch?uri=/tv/34807868,导演: 费聿竹 / 陈宙飞,腾讯视频,VIP免费观看
7.8,12367人评价,21.3%,21.3%,28.1%,2.1%,0.2%,编剧: 春日幽铃 / 施玉燕 / 阿洛洛 / 桃玖玖,,类型: 动画,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-07-18(中国大陆),季数: 2,集数: 12,单集片长: 22分钟,,,百妖谱 第二季,https://www.douban.com/doubanapp/dispatch?uri=/tv/35263081,导演: 董易,哔哩哔哩,VIP免费观看
7.8,47615人评价,25.3%,25.3%,23.5%,4.3%,0.6%,,董子健 / 刘昊然 / 王俊凯 / 金大川 / 彭昱畅 / 尹昉更多...,类型: 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-04-11(中国大陆),,集数: 8,单集片长: 80分钟,又名: 长大成人,,恰好是少年,https://www.douban.com/doubanapp/dispatch?uri=/tv/35236745,,腾讯视频,VIP免费观看
3.9,69556人评价,8.4%,8.4%,14.5%,20.7%,52.0%,编剧: 陈雪 / 郑东影 / 周航,任嘉伦 / 张钧甯 / 寇世勋 / 张晞临 / 刘恩佑 / 熊乃瑾 / 宣言更多...,类型: 剧情 / 爱情,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-06-22(中国大陆),,集数: 47,单集片长: 44分钟,,,不说再见,https://www.douban.com/doubanapp/dispatch?uri=/tv/30284901,导演: 殷飞 / 王磊,爱奇艺视频,VIP免费观看
3.9,69556人评价,8.4%,8.4%,14.5%,20.7%,52.0%,编剧: 陈雪 / 郑东影 / 周航,任嘉伦 / 张钧甯 / 寇世勋 / 张晞临 / 刘恩佑 / 熊乃瑾 / 宣言更多...,类型: 剧情 / 爱情,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-06-22(中国大陆),,集数: 47,单集片长: 44分钟,,,不说再见,https://www.douban.com/doubanapp/dispatch?uri=/tv/30284901,导演: 殷飞 / 王磊,腾讯视频,VIP免费观看
4.2,61548人评价,2.5%,2.5%,24.3%,30.2%,35.8%,编剧: 游晓颖 / 折纸蚂蚁,黄景瑜 / 李沁 / 杨舒 / 聂子皓 / 姜嫄 / 赵荀 / 傅浤鸣 / 于跃 / 费鲤齐 / 刘晓洁 / 徐洪浩 / 熊睿玲 / 宁晓志更多...,类型: 剧情 / 爱情,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-06-01(中国大陆),,集数: 40,单集片长: 45分钟,又名: 亲爱的戎装 / 军装下的绕指柔,IMDb: tt11743020,爱上特种兵,https://www.douban.com/doubanapp/dispatch?uri=/tv/34908097,导演: 天毅,爱奇艺视频,VIP免费观看
4.9,37885人评价,3.5%,3.5%,33.5%,36.4%,17.7%,编剧: 风弄,李一桐 / 许凯 / 吴佳怡 / 檀健次 / 洪尧 / 何奉天 / 李泽锋 / 王一哲 / 张楠 / 何瑞贤 / 马跃 / 苗圃 / 刘敏更多...,类型: 喜剧 / 爱情 / 古装,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-04-15(中国大陆),,集数: 55,单集片长: 46分钟,又名: 大唐儿女行 / 大唐女儿行 / 驯夫记之大唐女儿行 / 驯夫记 / 老虎不下山 / 盛唐攻略,IMDb: tt11290976,骊歌行,https://www.douban.com/doubanapp/dispatch?uri=/tv/30400625,导演: 王晓明 / 白云默,腾讯视频,VIP免费观看
