score,review,5star,4star,3star,2star,1star,director,writer,actor,genre,country,language,Premiere,season,Episode,Episode Length,aka,IMDb,name,link-href,channel,permission
5.0,95016人评价,19.8%,19.8%,14.2%,21.0%,38.6%,导演: 张萌 / 澄丰,编剧: 汤佳羽 / 天蚕土豆,王源 / 欧阳娜娜 / 骆明劼 / 马月 / 徐浩 / 王奕婷更多...,类型: 剧情 / 奇幻 / 古装,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-01-30(中国大陆),,集数: 48,单集片长: 45分钟,又名: 大主宰 / 大主宰电视剧版 / The great ruler,IMDb: tt11698258,北灵少年志之大主宰,https://www.douban.com/doubanapp/dispatch?uri=/tv/26939233,爱奇艺视频,VIP免费观看
8.8,26750人评价,51.4%,51.4%,10.4%,1.3%,0.3%,导演: 何舒 / 孙雨田 Dora,编剧: 陈晓翎,蒲熠星 / 唐九洲 / 齐思钧 / 邵明明 / 郭文韬 / 石凯 / 曹恩齐更多...,类型: 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-11-05(中国大陆),季数: 3,集数: 10,单集片长: 60分钟,又名: 名侦探学院第三季 / Detective School Ⅲ,,明星大侦探之名侦探学院 第三季,https://www.douban.com/doubanapp/dispatch?uri=/tv/35240870,芒果TV,VIP免费观看
4.9,17856人评价,5.3%,5.3%,29.1%,26.7%,26.7%,导演: 郭靖宇,编剧: 洪荣狄,肖燕 / 寇家瑞 / 岳丽娜 / 戴向宇 / 邱凯伟 / 向云 / 何雨虹 / 房程程 / 牛北壬 / 牛宝军 / 潘泰名 / 张黎明 / 李源冰 / 涂凌 / 徐鸣杰 / 孙子钧 / 马亮 / 纪宁 / 张曦文 / 罗漩 / 都钊更多...,类型: 剧情,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-06-05(中国大陆),,集数: 45,单集片长: 45分钟,又名: The Little Nyonya,IMDb: tt9148104,小娘惹,https://www.douban.com/doubanapp/dispatch?uri=/tv/30353197,爱奇艺视频,VIP免费观看
4.9,17856人评价,5.3%,5.3%,29.1%,26.7%,26.7%,导演: 郭靖宇,编剧: 洪荣狄,肖燕 / 寇家瑞 / 岳丽娜 / 戴向宇 / 邱凯伟 / 向云 / 何雨虹 / 房程程 / 牛北壬 / 牛宝军 / 潘泰名 / 张黎明 / 李源冰 / 涂凌 / 徐鸣杰 / 孙子钧 / 马亮 / 纪宁 / 张曦文 / 罗漩 / 都钊更多...,类型: 剧情,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-06-05(中国大陆),,集数: 45,单集片长: 45分钟,又名: The Little Nyonya,IMDb: tt9148104,小娘惹,https://www.douban.com/doubanapp/dispatch?uri=/tv/30353197,优酷视频,VIP免费观看
4.6,44110人评价,4.3%,4.3%,28.7%,22.9%,33.2%,导演: 施嘉宁,编剧: 赵晓宇 / 石权琢 / 戴嘉捷 / 高仁杰,雷佳音 / 岳云鹏 / 王迅 / 贾乃亮 / 张艺兴 / 迪丽热巴 / 郭京飞 / 邓伦更多...,类型: 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-05-10(中国大陆),,集数: 12,单集片长: 90分钟,又名: 极限挑战6 / Go Fighting Season 6,IMDb: tt12350986,极限挑战 第六季,https://www.douban.com/doubanapp/dispatch?uri=/tv/35005150,爱奇艺视频,VIP免费观看
4.6,44110人评价,4.3%,4.3%,28.7%,22.9%,33.2%,导演: 施嘉宁,编剧: 赵晓宇 / 石权琢 / 戴嘉捷 / 高仁杰,雷佳音 / 岳云鹏 / 王迅 / 贾乃亮 / 张艺兴 / 迪丽热巴 / 郭京飞 / 邓伦更多...,类型: 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-05-10(中国大陆),,集数: 12,单集片长: 90分钟,又名: 极限挑战6 / Go Fighting Season 6,IMDb: tt12350986,极限挑战 第六季,https://www.douban.com/doubanapp/dispatch?uri=/tv/35005150,腾讯视频,VIP免费观看
6.2,31383人评价,8.3%,8.3%,46.4%,13.6%,8.6%,导演: 姚译添,,杨颖 / 李晨 / 郑恺 / 蔡徐坤 / 沙溢 / 郭麒麟更多...,类型: 运动 / 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-05-22(中国大陆),,集数: 12,单集片长: 90分钟,又名: 奔跑吧兄弟 第八季 / 奔跑吧2020 / 奔跑吧4 / Keep Running Season IV,IMDb: tt12375426,奔跑吧 第四季,https://www.douban.com/doubanapp/dispatch?uri=/tv/35023699,爱奇艺视频,VIP免费观看
6.2,31383人评价,8.3%,8.3%,46.4%,13.6%,8.6%,导演: 姚译添,,杨颖 / 李晨 / 郑恺 / 蔡徐坤 / 沙溢 / 郭麒麟更多...,类型: 运动 / 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-05-22(中国大陆),,集数: 12,单集片长: 90分钟,又名: 奔跑吧兄弟 第八季 / 奔跑吧2020 / 奔跑吧4 / Keep Running Season IV,IMDb: tt12375426,奔跑吧 第四季,https://www.douban.com/doubanapp/dispatch?uri=/tv/35023699,腾讯视频,VIP免费观看
7.3,62119人评价,19.2%,19.2%,28.9%,7.2%,3.3%,导演: 王雪 / 陈雨璇 / 周宗政,,马东 / 周迅 / 大张伟 / 张亚东 / 郭京飞 / 周深 / 汪峰 / 付菡 / 曹璞 / 王静涵 / 王梓 / 伍晓东 / Chace / 安雨 / 肖骏 / 万家豪 / 聪聪 / 赵阳 / 夏冰 / 魏飞 / 彭坦 / 吴涛 / 张明 / 张宇煊 / 白举纲 / 张星 / 殷之豪 / 张一航 / 李赫 / 李剑 / 邢星 / 邓力源 / 木玛 / 大伟 / 华东 / 刘敏 / 黄锦 / 李沂邦 / 徐维均 / 蔡维泽 / 郑光良 / 仁科 / 茂涛 / 卓越 / 夏颖 / 林玉峰 / 高欣 / 赵强 / 吴狄 / 白熙东 / 刘家辉 / 虫子 / 刘昊 / 边远 / 刘虹位 / 豆豆 / 咪咪 / 捏捏 / 王彭 / 李岩 / 李凡 / 王国旭 / 郭龙 / 张佺 / 马雪松 / 武锐 / 蔡翔 / 罗霄 / 孙伯元 / 裘咏靖 / 陈仲颖 / 李青 / 张守望 / 李维思 / 陈军宏 / 付晨雷 / 朋克 / 郑仕伟 / 娄鑫磊 / 大师 / Tina / Tony / 紫衣 / 66 / Jimmy / 刘忻 / 亮子 / 大牛 / 李哲 / 胡凯 / 欧珈源 / 许屹 / 王咏 / 黄睿 / Zoe / JOJO / 老黑 / 大鹏 / 小盛 / 猴子 / 小毛 / 永驻 / 世翔 / 骏腾 / 元帅 / 酸 / 文件夹 / 铂洋 / 嘉轩 / 刘鹏 / 马成 / 刘博宽 / 咸俊 / 史维旭 / 张龙 / 缪杰 / 卢庚戌 / 阿哲 / 蔡宁 / 公瑾 / Kubin / Junky / 穆热阿勒 / 全胜 / 黛青塔娜 / 宝音 / 希博 / 秦霄贤 / 上官喜爱 / 郭颖 / Miumiu / 汪苏泷 / 李云迪 / 蒋亮 / 嘿人李逵 / 苏运莹更多...,类型: 音乐 / 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-07-25(中国大陆),,集数: 15,单集片长: 60分钟,又名: 乐队的夏天2 / The Big Band Season 2,,乐队的夏天 第二季,https://www.douban.com/doubanapp/dispatch?uri=/tv/34660591,爱奇艺视频,VIP免费观看
5.4,129072人评价,11.3%,11.3%,30.0%,22.5%,22.0%,导演: 延艺 / 顾其铭,编剧: 李梦 / 张健,张鲁一 / 段奕宏 / 李乃文 / 朱珠 / 辛柏青 / 邬君梅 / 尤勇智 / 李洪涛 / 王庆祥 / 陈米麒 / 李卓钊 / 刘钧 / 蒋毅 / 高玉庆 / 高姝瑶 / 黄小戈 / 赵昕 / 赵正阳 / 王超 / 郑楚一 / 陈之辉 / 臧金生 / 尹铸胜 / 李浩轩 / 孟召重 / 李欣泽 / 谢宁更多...,类型: 历史,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-12-01(中国大陆),,集数: 78,单集片长: 45分钟,又名: 大秦帝国4：东出 / 大秦帝国之东出 / 大秦帝国之天下,IMDb: tt13551018,大秦赋,https://www.douban.com/doubanapp/dispatch?uri=/tv/26413293,腾讯视频,VIP免费观看
5.4,129072人评价,11.3%,11.3%,30.0%,22.5%,22.0%,导演: 延艺 / 顾其铭,编剧: 李梦 / 张健,张鲁一 / 段奕宏 / 李乃文 / 朱珠 / 辛柏青 / 邬君梅 / 尤勇智 / 李洪涛 / 王庆祥 / 陈米麒 / 李卓钊 / 刘钧 / 蒋毅 / 高玉庆 / 高姝瑶 / 黄小戈 / 赵昕 / 赵正阳 / 王超 / 郑楚一 / 陈之辉 / 臧金生 / 尹铸胜 / 李浩轩 / 孟召重 / 李欣泽 / 谢宁更多...,类型: 历史,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-12-01(中国大陆),,集数: 78,单集片长: 45分钟,又名: 大秦帝国4：东出 / 大秦帝国之东出 / 大秦帝国之天下,IMDb: tt13551018,大秦赋,https://www.douban.com/doubanapp/dispatch?uri=/tv/26413293,爱奇艺视频,VIP免费观看
5.4,129072人评价,11.3%,11.3%,30.0%,22.5%,22.0%,导演: 延艺 / 顾其铭,编剧: 李梦 / 张健,张鲁一 / 段奕宏 / 李乃文 / 朱珠 / 辛柏青 / 邬君梅 / 尤勇智 / 李洪涛 / 王庆祥 / 陈米麒 / 李卓钊 / 刘钧 / 蒋毅 / 高玉庆 / 高姝瑶 / 黄小戈 / 赵昕 / 赵正阳 / 王超 / 郑楚一 / 陈之辉 / 臧金生 / 尹铸胜 / 李浩轩 / 孟召重 / 李欣泽 / 谢宁更多...,类型: 历史,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-12-01(中国大陆),,集数: 78,单集片长: 45分钟,又名: 大秦帝国4：东出 / 大秦帝国之东出 / 大秦帝国之天下,IMDb: tt13551018,大秦赋,https://www.douban.com/doubanapp/dispatch?uri=/tv/26413293,央视频,VIP免费观看
5.4,42256人评价,7.6%,7.6%,35.5%,29.3%,14.9%,导演: 杨阳,编剧: 郎诺林 / 猫腻,王鹤棣 / 宋伊人 / 杨超越 / 袁冰妍 / 刘珂君 / 郑少秋 / 孙祖君 / 陈震 / 郭品超 / 康可人 / 胡宇轩 / 保剑锋 / 练练 / 王劲松 / 成泰燊 / 尹铸胜 / 张双利 / 余皑磊 / 艾丽娅更多...,类型: 剧情 / 奇幻,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-01-13(中国大陆),,集数: 43,单集片长: 46分钟,又名: 将夜 第二季 / 将夜之光明之战,IMDb: tt10856380,将夜2,https://www.douban.com/doubanapp/dispatch?uri=/tv/30417132,腾讯视频,VIP免费观看
8.2,85140人评价,37.4%,37.4%,17.5%,2.7%,1.8%,导演: 陆伟,编剧: 王晨辰,王嘉尔 / 王一博 / 钟汉良 / 张艺兴,类型: 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-07-18(中国大陆),季数: 3,集数: 12,单集片长: 149分钟,又名: 这就是街舞3 / Street Dance of China S3,IMDb: tt13181838,这！就是街舞 第三季,https://www.douban.com/doubanapp/dispatch?uri=/tv/34979018,,
7.3,26244人评价,15.0%,15.0%,36.2%,5.5%,1.4%,导演: 秦鹤阳,编剧: 墨香铜臭 / 王铸 / 樊梦丹,吴磊 / 沈达威 / 周帅 / 刘北辰 / 胡艺 / 张琦 / 徐翔 / 秦紫翼 / 安志 / 王肖兵 / 谢莹 / 吴秋韵更多...,类型: 动画 / 同性 / 奇幻 / 古装,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-09-10(中国大陆),,集数: 10,单集片长: 20分钟,又名: 穿书自救指南·修雅篇 / 人渣反派自救系统动画版 / Scumbag System,,穿书自救指南 第一季,https://www.douban.com/doubanapp/dispatch?uri=/tv/27015853,腾讯视频,VIP免费观看
8.8,35860人评价,52.6%,52.6%,10.6%,0.8%,0.6%,导演: 何舒,编剧: 陈晓翎,蒲熠星 / 唐九洲 / 邵明明 / 火树 / 戴士 / 韩潇 / 周峻纬 / 齐思钧 / 郭文韬更多...,类型: 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-07-01(中国大陆),,集数: 12,单集片长: 56分钟,,,密室大逃脱大神版 第二季,https://www.douban.com/doubanapp/dispatch?uri=/tv/35126067,芒果TV,VIP免费观看
9.1,35200人评价,65.8%,65.8%,8.0%,0.8%,0.0%,导演: 何舒 / 孙雨田,编剧: 何舒 / 孙雨田,蒲熠星 / 周峻纬 / 唐九洲 / 齐思钧 / 石凯 / 郭文韬 / 邵明明更多...,类型: 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-04-09(中国大陆),,集数: 12,单集片长: 60分钟,又名: Detective School,,明星大侦探之名侦探学院 第二季,https://www.douban.com/doubanapp/dispatch?uri=/tv/35023781,芒果TV,VIP免费观看
9.6,57039人评价,83.8%,83.8%,2.4%,0.5%,0.1%,导演: 李圳宜,编剧: 冯筱扬 / 李圳宜 / losia / 冰魂,巫蛊悠悠 / 芥末 / 音匣老鬼 / 贺文潇 / 赵岩涛 / 刘若班 / 王胖子 / 季骜杰 / 柳真颜 / 默伶 / 云鹤追 / 林强 / 龙吟 / 沉然 / 唐睿更多...,类型: 剧情 / 科幻 / 动画,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-01-21(中国大陆),季数: 3,集数: 9,单集片长: 20分钟,又名: 我的三体·章北海传 / 我的三体第三季 / 我的三体3 / My Three Body Season 3 / The Three-body Problem in MC Season 3,,我的三体之章北海传,https://www.douban.com/doubanapp/dispatch?uri=/tv/34892096,哔哩哔哩,免费观看
6.0,103910人评价,5.4%,5.4%,51.4%,21.1%,4.6%,导演: 五百,编剧: 马思宇 / 仁恪,王千源 / 鹿晗 / 齐溪 / 乔欣 / 吴越 / 张皓然更多...,类型: 剧情 / 科幻 / 悬疑 / 犯罪,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-09-02(中国大陆),,集数: 12,单集片长: 34分钟,又名: Sisyphus,IMDb: tt12477912,在劫难逃,https://www.douban.com/doubanapp/dispatch?uri=/tv/33426097,爱奇艺视频,VIP免费观看
6.4,89535人评价,8.9%,8.9%,46.5%,14.9%,3.9%,导演: 杨冬,编剧: 指纹,张译 / 赵子琪 / 张昊唯 / 刘冠成 / 程小蒙 / 赵今麦 / 江柏萱 / 宋春丽 / 吕凉 / 高捷 / 潘粤明 / 李宗翰 / 徐佳 / 刘金山 / 赵龙豪 / 赵达 / 张铎 / 冯国强 / 宁晓志 / 王钢 / 冯晖 / 汪洋 / 肖显鹏 / 高文峰 / 毕英杰 / 林鹏 / 吴文璟 / 刘柏希 / 刘子玄 / 闫鹏 / 冯小勐 / 刘杰毅 / 王初伊 / 黄毅 / 李佳蔚 / 边天扬 / 曲国强 / 康群智 / 杨阳 / 王大山 / 任洛敏 / 东滨 / 谭正 / 陈伟 / 王筝 / 王洁 / 白茹 / 蔡蝶 / 王虹博 / 刘红星 / 刘冠霖 / 袁满 / 高原 / 李朵 / 黄烁文 / 王晴 / 迪玛 / 康琳浠 / 刘冰 / 宋照明 / 骆言 / 曹宇宙 / 赵亦骥 / 旌鸣更多...,类型: 悬疑 / 犯罪,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-03-07(中国大陆),,集数: 28,单集片长: 45分钟,又名: 白夜重生,IMDb: tt11932060,重生,https://www.douban.com/doubanapp/dispatch?uri=/tv/30203553,爱奇艺视频,免费观看
6.4,89535人评价,8.9%,8.9%,46.5%,14.9%,3.9%,导演: 杨冬,编剧: 指纹,张译 / 赵子琪 / 张昊唯 / 刘冠成 / 程小蒙 / 赵今麦 / 江柏萱 / 宋春丽 / 吕凉 / 高捷 / 潘粤明 / 李宗翰 / 徐佳 / 刘金山 / 赵龙豪 / 赵达 / 张铎 / 冯国强 / 宁晓志 / 王钢 / 冯晖 / 汪洋 / 肖显鹏 / 高文峰 / 毕英杰 / 林鹏 / 吴文璟 / 刘柏希 / 刘子玄 / 闫鹏 / 冯小勐 / 刘杰毅 / 王初伊 / 黄毅 / 李佳蔚 / 边天扬 / 曲国强 / 康群智 / 杨阳 / 王大山 / 任洛敏 / 东滨 / 谭正 / 陈伟 / 王筝 / 王洁 / 白茹 / 蔡蝶 / 王虹博 / 刘红星 / 刘冠霖 / 袁满 / 高原 / 李朵 / 黄烁文 / 王晴 / 迪玛 / 康琳浠 / 刘冰 / 宋照明 / 骆言 / 曹宇宙 / 赵亦骥 / 旌鸣更多...,类型: 悬疑 / 犯罪,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-03-07(中国大陆),,集数: 28,单集片长: 45分钟,又名: 白夜重生,IMDb: tt11932060,重生,https://www.douban.com/doubanapp/dispatch?uri=/tv/30203553,优酷视频,VIP免费观看
8.1,143631人评价,42.7%,42.7%,17.8%,3.8%,3.3%,导演: 果果 / 周婷,编剧: 吴梦知,何炅 / 谢娜 / 易烊千玺 / 周震南 / 王锵,类型: 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-02-19(中国大陆),,集数: 12,单集片长: 90分钟,,,朋友请听好,https://www.douban.com/doubanapp/dispatch?uri=/tv/34894591,芒果TV,VIP免费观看
6.8,40020人评价,13.2%,13.2%,39.0%,12.4%,2.4%,导演: 温德光,编剧: 高小娴,王安宇 / 向涵之 / 陈泽 / 潘美烨 / 赵浩闳 / 袁昊 / 范桢 / 杨玥 / 李羽桐 / 苗夕伦更多...,类型: 爱情,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-12-14(中国大陆),,集数: 28,单集片长: 45分钟,又名: Forever Love,IMDb: tt13598988,百岁之好，一言为定,https://www.douban.com/doubanapp/dispatch?uri=/tv/34822374,腾讯视频,VIP免费观看
5.2,52331人评价,4.5%,4.5%,37.7%,31.8%,14.0%,导演: 蔡聪,编剧: 蒋渝 / 王敏娜 / 刘奕汝 / 杨雅茗,张予曦 / 丁禹兮 / 师铭泽 / 完颜洛绒 / 林昕宜 / 张垚 / 吴恙更多...,类型: 剧情 / 爱情,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-05-02(中国大陆),,集数: 24,单集片长: 39分钟,又名: Intense Love,IMDb: tt12228014,韫色过浓,https://www.douban.com/doubanapp/dispatch?uri=/tv/34800631,芒果TV,VIP免费观看
6.9,58133人评价,13.0%,13.0%,43.1%,8.6%,2.9%,导演: 陈格洲,编剧: 刘今 / 刁丽航 / 刘也毓,何炅 / 黄磊 / 彭昱畅 / 张子枫 / 周迅 / 张婧仪 / 宋威龙 / 任嘉伦 / 谭松韵 / 许魏洲 / 许光汉 / 老狼 / 欧阳娜娜 / 郑钧更多...,类型: 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-05-08(中国大陆),,集数: 12,单集片长: 104分钟,又名: 向往的生活彩云篇,IMDb: tt12229944,向往的生活 第四季,https://www.douban.com/doubanapp/dispatch?uri=/tv/34861173,芒果TV,VIP免费观看
7.4,55329人评价,15.2%,15.2%,34.7%,5.1%,0.9%,导演: 田里,编剧: 唐方圆 / 张在峰 / 魏祎 / 刘成龙 / 杨宏伟,金世佳 / 张铭恩 / 王紫璇 / 陈芋米 / 裴魁山 / 苇青 / 康恩赫 / 袁富华 / 唐以诺 / 王放 / 张子琪 / 党浩予 / 杨凯森 / 郭九龙 / 梁国荣 / 陈剑 / 冯齐 / 杨子骅 / 董向荣 / 崔尔康 / 朱子岩 / 李峥 / 何美璇 / 杨轶 / 查文浩 / 王蕴凡 / 谢一荧 / 袁昊 / 范湉湉 / 屈刚 / 张鹏飞 / 蔡佩池 / 陈海龙 / 柳希龙 / 叶麒圣 / 热依娜 / 文森特·马蒂尔 / 三品 / 何坦 / 田里 / 赵建强 / 赵建伟 / 李莅樱 / 常犇 / 张鑫 / 张春仲 / 谭泉 / 王沛禄 / 董李无忧 / 李诗妍 / 李沁霏 / 陈媛媛 / 龚俊泽 / 康嘉烨 / 杜斌 / 石强 / 金娃 / 耿大勇 / 孔维德 / 龚金国 / 高志鹏 / 何磊 / 宋亚刚 / 蓝城 / 怀远 / 李斌 / 程枫 / 郭海涛 / 谢伟 / 姚峥 / 薛荣 / 王丽丽 / 迟爱平 / 朱莺 / 朱烽 / 周梅香 / 陈芷琰 / 郭唐维 / 曹凌萱 / 丁子 / 任航 / 马英华 / 赵红鹤 / 金子焰 / 徐冬月 / 姜宝成 / 詹涵苏 / 杨晓栋 / 路恒连 / 袁辉 / 李耀强 / 丁宏 / 马温胜 / 毛凡 / 蒋军龙 / 于任跃 / 浅井悠佑 / 白晶晶更多...,类型: 剧情 / 悬疑 / 惊悚 / 奇幻,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-07-06(中国大陆),季数: 2,集数: 24,单集片长: 43分钟,又名: 河神 第二季,IMDb: tt12630314,河神2,https://www.douban.com/doubanapp/dispatch?uri=/tv/27119318,爱奇艺视频,VIP免费观看
7.1,44663人评价,12.5%,12.5%,38.1%,8.0%,2.0%,导演: 何舒,编剧: 陈晓翎,杨幂 / 邓伦 / 黄明昊 / 大张伟 / 郭麒麟,类型: 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-06-30(中国大陆),,集数: 13,单集片长: 89分钟,又名: 密室大逃脱2 / 明星大逃脱,IMDb: tt13470174,密室大逃脱 第二季,https://www.douban.com/doubanapp/dispatch?uri=/tv/34894618,芒果TV,VIP免费观看
8.4,21136人评价,43.9%,43.9%,15.5%,3.5%,1.0%,导演: 杨文军,编剧: 雪满梁园 / 泳群,罗晋 / 李一桐 / 黄志忠 / 郑业成 / 王雨 / 辛鹏 / 王建国 / 冯波 / 郭鹏 / 谭希和 / 董春辉 / 景岗山 / 刘海蓝 / 苗圃 / 刘德凯 / 王劲松 / 王蔚更多...,类型: 剧情,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-09-22(中国大陆),,集数: 12,单集片长: 45分钟,又名: 鹤唳华亭番外别云间,IMDb: tt16925548,别云间,https://www.douban.com/doubanapp/dispatch?uri=/tv/35207865,优酷视频,VIP免费观看
7.5,91346人评价,18.9%,18.9%,30.6%,4.9%,1.2%,导演: 刘海波,编剧: 沈嵘 / 吕铮,陈建斌 / 董勇 / 郝平 / 何杜娟 / 王骁 / 胡可 / 徐绍瑛 / 陶红 / 侯岩松 / 巫刚 / 耿艺展 / 丁勇岱 / 翟小兴 / 白威 / 赵子琪 / 李君峰 / 宿北宸 / 范诗然 / 李龙君更多...,类型: 剧情 / 犯罪,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-05-31(中国大陆),,集数: 42,单集片长: 45分钟,,IMDb: tt11474084,三叉戟,https://www.douban.com/doubanapp/dispatch?uri=/tv/34845712,爱奇艺视频,VIP免费观看
7.5,91346人评价,18.9%,18.9%,30.6%,4.9%,1.2%,导演: 刘海波,编剧: 沈嵘 / 吕铮,陈建斌 / 董勇 / 郝平 / 何杜娟 / 王骁 / 胡可 / 徐绍瑛 / 陶红 / 侯岩松 / 巫刚 / 耿艺展 / 丁勇岱 / 翟小兴 / 白威 / 赵子琪 / 李君峰 / 宿北宸 / 范诗然 / 李龙君更多...,类型: 剧情 / 犯罪,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-05-31(中国大陆),,集数: 42,单集片长: 45分钟,,IMDb: tt11474084,三叉戟,https://www.douban.com/doubanapp/dispatch?uri=/tv/34845712,腾讯视频,VIP免费观看
7.5,91346人评价,18.9%,18.9%,30.6%,4.9%,1.2%,导演: 刘海波,编剧: 沈嵘 / 吕铮,陈建斌 / 董勇 / 郝平 / 何杜娟 / 王骁 / 胡可 / 徐绍瑛 / 陶红 / 侯岩松 / 巫刚 / 耿艺展 / 丁勇岱 / 翟小兴 / 白威 / 赵子琪 / 李君峰 / 宿北宸 / 范诗然 / 李龙君更多...,类型: 剧情 / 犯罪,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-05-31(中国大陆),,集数: 42,单集片长: 45分钟,,IMDb: tt11474084,三叉戟,https://www.douban.com/doubanapp/dispatch?uri=/tv/34845712,优酷视频,VIP免费观看
7.9,34719人评价,26.6%,26.6%,22.5%,2.9%,1.3%,导演: 伍镇焯 / 王裕仁,编剧: 金增辉 / 李欣雨,钱文青 / 杨天翔 / 杨默 / 歪歪 / 谷江山 / 乔诗语 / 佟心竹更多...,类型: 动画 / 奇幻 / 武侠,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-07-25(中国大陆),,集数: 17,单集片长: 20分钟,又名: 凡人修仙传：风起天南,,凡人修仙传,https://www.douban.com/doubanapp/dispatch?uri=/tv/34925294,哔哩哔哩,VIP免费观看
8.4,104719人评价,43.0%,43.0%,15.9%,1.6%,1.3%,导演: 张黎 / 韩晓军 / 沈严 / 刘海波 / 滕华涛 / 林妍 / 曹盾 / 刘江 / 姚晓峰 / 李宁 / 汪俊 / 程源海 / 彭三源 / 杨文军 / 杨阳,编剧: 梁振华 / 董哲 / 高璇 / 任宝茹 / 黄彦威 / 李海蜀 / 费慧君 / 李晓亮 / 徐速 / 冯骥 / 六六 / 彭三源 / 郭澄骏 / 沈芷凝 / 李田 / 西贝 / 吴忠全 / 周萌 /,张嘉益 / 周一围 / 谭卓 / 张天爱 / 何蓝逗 / 梅婷 / 雷佳音 / 倪妮 / 张静初 / 蒋欣 / 朱亚文 / 徐璐 / 赵魏 / 尹昉 / 杨洋 / 赵今麦 / 张云龙 / 任重 / 陈数 / 陆毅 / 阚清子 / 黄景瑜 / 李小冉 / 张晞临 / 刘敏涛 / 贾乃亮 / 倪大红 / 奚美娟 / 张萌 / 靳东 / 孙佳雨 / 毛晓慧 / 黄志忠 / 王自健 / 邓伦 / 李沁 / 董洁 / 刘琳 / 李百惠 / 海清 / 冯绍峰 / 孙俪 / 董璇 / 涂松岩 / 保剑锋 / 段博文 / 王建国更多...,类型: 剧情,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-09-29(中国大陆),,集数: 20,单集片长: 40分钟,又名: With You,IMDb: tt12342516,在一起,https://www.douban.com/doubanapp/dispatch?uri=/tv/34991672,芒果TV,免费观看
8.4,104719人评价,43.0%,43.0%,15.9%,1.6%,1.3%,导演: 张黎 / 韩晓军 / 沈严 / 刘海波 / 滕华涛 / 林妍 / 曹盾 / 刘江 / 姚晓峰 / 李宁 / 汪俊 / 程源海 / 彭三源 / 杨文军 / 杨阳,编剧: 梁振华 / 董哲 / 高璇 / 任宝茹 / 黄彦威 / 李海蜀 / 费慧君 / 李晓亮 / 徐速 / 冯骥 / 六六 / 彭三源 / 郭澄骏 / 沈芷凝 / 李田 / 西贝 / 吴忠全 / 周萌 /,张嘉益 / 周一围 / 谭卓 / 张天爱 / 何蓝逗 / 梅婷 / 雷佳音 / 倪妮 / 张静初 / 蒋欣 / 朱亚文 / 徐璐 / 赵魏 / 尹昉 / 杨洋 / 赵今麦 / 张云龙 / 任重 / 陈数 / 陆毅 / 阚清子 / 黄景瑜 / 李小冉 / 张晞临 / 刘敏涛 / 贾乃亮 / 倪大红 / 奚美娟 / 张萌 / 靳东 / 孙佳雨 / 毛晓慧 / 黄志忠 / 王自健 / 邓伦 / 李沁 / 董洁 / 刘琳 / 李百惠 / 海清 / 冯绍峰 / 孙俪 / 董璇 / 涂松岩 / 保剑锋 / 段博文 / 王建国更多...,类型: 剧情,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-09-29(中国大陆),,集数: 20,单集片长: 40分钟,又名: With You,IMDb: tt12342516,在一起,https://www.douban.com/doubanapp/dispatch?uri=/tv/34991672,优酷视频,VIP免费观看
