score,review,5star,4star,3star,2star,1star,director,writer,actor,genre,country,language,Premiere,season,Episode,Episode Length,aka,IMDb,name,link-href,channel,permission
7.9,3646人评价,19.3%,19.3%,22.2%,1.0%,0.0%,导演: 李伊平,,,类型: 纪录片,制片国家/地区: 中国大陆,语言: 汉语普通话 / 粤语,2020-01-27(中国大陆),季数: 5,集数: 6,单集片长: 45分钟,,,老广的味道 第五季,https://www.douban.com/doubanapp/dispatch?uri=/tv/34964053,腾讯视频,VIP免费观看
7.9,3646人评价,19.3%,19.3%,22.2%,1.0%,0.0%,导演: 李伊平,,,类型: 纪录片,制片国家/地区: 中国大陆,语言: 汉语普通话 / 粤语,2020-01-27(中国大陆),季数: 5,集数: 6,单集片长: 45分钟,,,老广的味道 第五季,https://www.douban.com/doubanapp/dispatch?uri=/tv/34964053,哔哩哔哩,VIP免费观看
8.1,6235人评价,43.4%,43.4%,23.8%,3.5%,2.1%,,,汪涵 / 王一博 / 大张伟 / 钱枫 / 高天鹤 / 王鸥 / 韩雪 / 沈梦辰 / 杨迪更多...,类型: 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-02-07(中国大陆),季数: 1,集数: 17,单集片长: 37分钟,,,天天云时间,https://www.douban.com/doubanapp/dispatch?uri=/tv/34967834,,
8.4,2240人评价,37.8%,37.8%,12.8%,3.4%,0.0%,导演: 王心 / 张晓敏 / 孙泗淇,,彭凯平 / 陈海贤 / 李银河 / 王勇 / 陈默默,类型: 纪录片,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-08-26(中国大陆),,集数: 6,单集片长: 45分钟,,,幸福实验室,https://www.douban.com/doubanapp/dispatch?uri=/tv/35183468,优酷视频,免费观看
8.5,888人评价,37.5%,37.5%,13.5%,0.0%,0.0%,导演: 黄奋越,编剧: 危文瀚 / 黄奋越 / 翁亚虹 / 王璐,,类型: 纪录片,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-08-20(中国大陆),,集数: 8,单集片长: 5分钟,又名: 官式古建筑营造技艺——八大作,,八大作,https://www.douban.com/doubanapp/dispatch?uri=/tv/35230662,哔哩哔哩,免费观看
8.9,1253人评价,51.9%,51.9%,7.0%,0.8%,0.0%,导演: 李智勇,编剧: 李智勇,,类型: 喜剧 / 动画,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-01-22(中国大陆),季数: 2,集数: 10,单集片长: 5,,,功夫兔与菜包狗 第二季,https://www.douban.com/doubanapp/dispatch?uri=/tv/34937822,芒果TV,免费观看
8.9,1253人评价,51.9%,51.9%,7.0%,0.8%,0.0%,导演: 李智勇,编剧: 李智勇,,类型: 喜剧 / 动画,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-01-22(中国大陆),季数: 2,集数: 10,单集片长: 5,,,功夫兔与菜包狗 第二季,https://www.douban.com/doubanapp/dispatch?uri=/tv/34937822,爱奇艺视频,免费观看
8.9,1253人评价,51.9%,51.9%,7.0%,0.8%,0.0%,导演: 李智勇,编剧: 李智勇,,类型: 喜剧 / 动画,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-01-22(中国大陆),季数: 2,集数: 10,单集片长: 5,,,功夫兔与菜包狗 第二季,https://www.douban.com/doubanapp/dispatch?uri=/tv/34937822,腾讯视频,免费观看
8.9,1253人评价,51.9%,51.9%,7.0%,0.8%,0.0%,导演: 李智勇,编剧: 李智勇,,类型: 喜剧 / 动画,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-01-22(中国大陆),季数: 2,集数: 10,单集片长: 5,,,功夫兔与菜包狗 第二季,https://www.douban.com/doubanapp/dispatch?uri=/tv/34937822,哔哩哔哩,免费观看
9.4,3960人评价,70.8%,70.8%,2.1%,0.3%,0.0%,导演: 季业,,陈晓楠,类型: 纪录片,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-09-16(中国大陆),季数: 3,集数: 5,单集片长: 30,又名: Talk to her,,和陌生人说话 第三季,https://www.douban.com/doubanapp/dispatch?uri=/tv/34938086,,
,暂无评分,,,,,,,,杨迪 / 李艺彤 / 孟子义 / 彭楚粤 / 赵天宇 / 高秋梓 / 张大大 / 张远 / 高嘉朗 / 杨非同 / 何洛洛 / 朱星杰 / 王菊 / 刘人语 / 强东玥 / 姚琛 / 任豪 / 郭颖 / 段奥娟 / 大王 / 赵露思 / 张紫宁 / 张洢豪 / 钟易轩 / 廖俊涛 / R1SE / 翟潇闻 / 赵让云 / 赵磊 / 木子洋 / 斯外戈 / 赖艺 / 宋妍霏 / 祝绪丹 / 蔡文静 / 汪卓成 / 陆虎 / 苏诗丁 / 焉栩嘉 / 夏之光 / 费启鸣 / 秦奋 / 王晨艺 / 陆思恒 / 吴季峰 / 王子异 / 岳岳 / 灵超 / 董岩磊 / 李振宁 / 连淮伟 / 成果 / 黄雅莉 / 冯希瑶 / 范湉湉 / 孟美岐 / 吴宣仪 / 杨超越 / 赖美云 / 杨芸晴 / 李紫婷 / 傅菁 / 徐梦洁更多...,类型: 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-02-17(中国大陆),季数: 1,,单集片长: 120分钟,,,鹅宅好时光,https://www.douban.com/doubanapp/dispatch?uri=/tv/34989194,腾讯视频,免费观看
,暂无评分,,,,,,导演: 龚震华,,叶知秋 / 季冠霖 / 小连杀 / 山新 / 皇贞季 / 李艺彤更多...,类型: 动画 / 歌舞,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-04-08(中国大陆),,集数: 12,,,,无限少女48,https://www.douban.com/doubanapp/dispatch?uri=/tv/33476032,腾讯视频,VIP免费观看
3.9,7700人评价,1.2%,1.2%,20.5%,32.5%,39.8%,导演: 林子平 / 黄常祚,编剧: 高巍,言承旭 / 沈月 / 李嘉琦 / 魏哲鸣 / 沈瑶 / 王森 / 李雨洋 / 余思潞 / 李世鹏 / 包亚铭 / 林鹏 / 杜和倩 / 周海媚 / 田丽更多...,类型: 爱情,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-08-03(中国大陆),,集数: 34,单集片长: 45分钟,又名: 交换吧！运气 / 我的倒霉女友 / Count Your Lucky Stars,IMDb: tt12298504,我好喜欢你,https://www.douban.com/doubanapp/dispatch?uri=/tv/33750574,芒果TV,VIP免费观看
4.9,9896人评价,2.1%,2.1%,38.6%,35.0%,16.1%,导演: 吴彤,,伊一 / 章子怡 / 于正 / 刘天池 / 郝蕾 / 张颂文 / 李诚儒 / 张纪中 / 熊英 / 梁超 / 陆川 / 包贝尔 / 陈楚生 / 陈德容 / 郭品超 / 海铃 / 赫子铭 / 姜潮 / 金莎 / 金子涵 / 柯蓝 / 刘端端 / 李晟 / 李汶翰 / 刘孜 / 马嘉祺 / 潘斌龙 / 孙坚 / 孙嘉璐 / 宋宁峰 / 宋妍霏 / 盛一伦 / 王霏霏 / 王自健 / 许君聪 / 谢可寅 / 小沈阳 / 叶祖新 / 张檬 / 张超 / 张楠 / 张艺凡 / 伊能静 / 忻钰坤 / 王中磊更多...,类型: 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-12-12(中国大陆),,集数: 12,,又名: 我就是演员3,,我就是演员 第三季,https://www.douban.com/doubanapp/dispatch?uri=/tv/35208340,爱奇艺视频,VIP免费观看
5.6,47524人评价,13.7%,13.7%,27.8%,22.0%,20.2%,导演: 曹译文,编剧: 周元姣,林更新 / 盖玥希 / 杜淳 / 秦海璐 / 李坤霖 / 林澄 / 冯文娟更多...,类型: 爱情 / 悬疑,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-11-19(中国大陆),,集数: 40,,又名: 相遇别离 / Love and Lost / To Love,IMDb: tt13516988,最初的相遇，最后的别离,https://www.douban.com/doubanapp/dispatch?uri=/tv/30482606,优酷视频,VIP免费观看
6.0,7863人评价,10.3%,10.3%,37.3%,21.4%,11.1%,导演: 于中中,编剧: 方羌羌 / 范侃 / 陈筱忱 / 陈欣任,官鸿 / 陈瑶 / 李九霖 / 敖子逸 / 马泽涵 / 戴蕥琪更多...,类型: 剧情 / 运动,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-08-23(中国大陆),,集数: 24,,又名: 盔甲上的少女,IMDb: tt12928756,穿盔甲的少女,https://www.douban.com/doubanapp/dispatch?uri=/tv/34802171,爱奇艺视频,VIP免费观看
6.1,2793人评价,6.2%,6.2%,43.8%,20.0%,6.2%,导演: 柴鸡蛋,编剧: 柴鸡蛋,刘子瑞 / 卢东旭 / 娄清 / 王皓轩 / 缪艺豪 / 齐世伟 / 左其铂更多...,类型: 剧情,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-05-01(中国大陆),,集数: 12,单集片长: 11分钟,又名: 你是不是喜欢我,,百里挑一,https://www.douban.com/doubanapp/dispatch?uri=/tv/30466841,优酷视频,免费观看
6.1,6574人评价,12.3%,12.3%,42.1%,19.5%,8.0%,导演: 赵本山,编剧: 尹守国 / 李海洋 / 杨学会 / 赵子豪,赵本山 / 范伟 / 闫学晶 / 李静 / 王娟 / 朱星澎 / 王小宝 / 张小飞 / 孙小飞 / 贺美玲 / 陈昆仑 / 张凯更多...,类型: 喜剧,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-02-10(中国大陆),,集数: 42,单集片长: 40分钟,又名: 刘老根Ⅲ / 刘老根第三季,,刘老根3,https://www.douban.com/doubanapp/dispatch?uri=/tv/33437298,优酷视频,VIP免费观看
6.1,6574人评价,12.3%,12.3%,42.1%,19.5%,8.0%,导演: 赵本山,编剧: 尹守国 / 李海洋 / 杨学会 / 赵子豪,赵本山 / 范伟 / 闫学晶 / 李静 / 王娟 / 朱星澎 / 王小宝 / 张小飞 / 孙小飞 / 贺美玲 / 陈昆仑 / 张凯更多...,类型: 喜剧,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-02-10(中国大陆),,集数: 42,单集片长: 40分钟,又名: 刘老根Ⅲ / 刘老根第三季,,刘老根3,https://www.douban.com/doubanapp/dispatch?uri=/tv/33437298,腾讯视频,VIP免费观看
6.5,2142人评价,10.0%,10.0%,36.7%,18.3%,3.3%,导演: 刘炜,编剧: 魏春格 / 李天成 / 刘漫飞,郝祥海 / 杨凝 / 涂小鸦 /  / 林强 / 瞳音更多...,类型: 动画 / 奇幻 / 武侠,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-12-31(中国大陆),季数: 2,集数: 22,单集片长: 20分钟,又名: 雪鹰领主超凡篇,,雪鹰领主 第二季,https://www.douban.com/doubanapp/dispatch?uri=/tv/35307512,,
6.8,7510人评价,11.3%,11.3%,40.5%,8.8%,4.0%,,,汪涵 / 薛之谦 / 刘维 / 杨迪 / 田源 / 金志文更多...,类型: 真人秀 / 脱口秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-10-09(中国大陆),季数: 5,集数: 12,单集片长: 70分钟,又名: 火星情报局5 / 火星情报局 特工生存季,,火星情报局 第五季,https://www.douban.com/doubanapp/dispatch?uri=/tv/34908150,优酷视频,免费观看
7.0,7818人评价,20.6%,20.6%,31.4%,12.7%,4.4%,导演: 沙海龙,编剧: 王小艾 / 郭帅 / 沙海龙 / 徐安 / 孙语晨 / 潘昭,周一围 / 袁姗姗 / 曹曦文 / 迟嘉 / 郝帅 / 孙岩 / 刘闯 / 任洛敏 / 马境 / 林家川更多...,类型: 喜剧 / 悬疑,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-11-24(中国大陆),,集数: 25,单集片长: 42分钟,,IMDb: tt13523690,焕脸,https://www.douban.com/doubanapp/dispatch?uri=/tv/34883171,腾讯视频,VIP免费观看
7.4,2338人评价,16.5%,16.5%,35.8%,4.6%,0.0%,导演: 李永勤 Tobias Lee,编剧: 焦佩妮 / 李永勤,文苡帆 / 夏志远,类型: 剧情,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-12-28(中国大陆),,集数: 20,单集片长: 5分钟,又名: 根据漫画《瞄准你了》改编 / Precise Shot,,精准射击,https://www.douban.com/doubanapp/dispatch?uri=/tv/35295577,优酷视频,免费观看
7.5,6380人评价,21.8%,21.8%,28.7%,6.9%,2.3%,导演: 贾炳祺,编剧: 贾炳祺,吴瑞淞 / 蒋袁娅蓉 / 耿嘉唯 / 王歆霆 / 王星玮 / 张艺奥 / 管金麟更多...,类型: 剧情 / 喜剧 / 爱情,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-10-03(中国大陆),季数: 2,集数: 12,单集片长: 40分钟,又名: 教室的那一间2 / The Day I Skipped School For You 2,,教室的那一间 第二季,https://www.douban.com/doubanapp/dispatch?uri=/tv/30435906,爱奇艺视频,免费观看
8.3,2007人评价,30.4%,30.4%,10.4%,0.8%,0.8%,导演: 肥志,编剧: 祺哥 / 菜菜 / 阿潘,狐三少 / 山新 / 皇贞季 / 佟心竹 / 李兰陵 / 刘明月 / 杨凝 / 闫夜桥 / 沈念如 / 叶知秋 / 常蓉珊 / 李轻扬更多...,类型: 动画 / 历史,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-01-26(中国大陆),季数: 4,集数: 13,单集片长: 6分钟,又名: 如果历史是一群喵 东汉末年篇 / When History Meows 4,,如果历史是一群喵 第四季,https://www.douban.com/doubanapp/dispatch?uri=/tv/34840286,咪咕视频,VIP免费观看
8.6,6113人评价,43.7%,43.7%,13.2%,0.3%,0.6%,导演: 段红,,施琰 / 骆新,类型: 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-09-23(中国大陆),季数: 7,集数: 13,单集片长: 60分钟,,,梦想改造家 第七季,https://www.douban.com/doubanapp/dispatch?uri=/tv/35202715,爱奇艺视频,VIP免费观看
8.6,6113人评价,43.7%,43.7%,13.2%,0.3%,0.6%,导演: 段红,,施琰 / 骆新,类型: 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-09-23(中国大陆),季数: 7,集数: 13,单集片长: 60分钟,,,梦想改造家 第七季,https://www.douban.com/doubanapp/dispatch?uri=/tv/35202715,哔哩哔哩,VIP免费观看
,暂无评分,,,,,,导演: 柴原孝典,编剧: 邬城琪 / 李婕 / 赵珺,阿部快征 / 阳巧玥 / 胡怡雯 / 桑双 / 许棕哲,类型: 科幻,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-06-25(中国大陆),,集数: 30,单集片长: 24分钟,又名: 铠甲勇士第五部下半部,,铠甲勇士猎铠之黎明天塔,https://www.douban.com/doubanapp/dispatch?uri=/tv/35131237,腾讯视频,免费观看
,暂无评分,,,,,,导演: 柴原孝典,编剧: 邬城琪 / 李婕 / 赵珺,阿部快征 / 阳巧玥 / 胡怡雯 / 桑双 / 许棕哲,类型: 科幻,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-06-25(中国大陆),,集数: 30,单集片长: 24分钟,又名: 铠甲勇士第五部下半部,,铠甲勇士猎铠之黎明天塔,https://www.douban.com/doubanapp/dispatch?uri=/tv/35131237,优酷视频,VIP免费观看
3.8,2924人评价,2.7%,2.7%,15.9%,34.5%,42.5%,导演: 孙恺凯,编剧: 刘思然 / 穆静文 / 曲依诺,许雅婷 / 陈靖可 / 张赫 / 赵尧珂 / 周翊然 / 廖慧佳 / 王浩歌 / 关畅 / 李颖更多...,类型: 爱情 / 古装,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-06-17(中国大陆),,集数: 34,单集片长: 38分钟,又名: 妃上不可,IMDb: tt12498070,凤归四时歌,https://www.douban.com/doubanapp/dispatch?uri=/tv/34440162,腾讯视频,VIP免费观看
4.8,9915人评价,2.9%,2.9%,36.9%,33.0%,19.3%,导演: 施嘉宁,编剧: 娄辰 / 孙瑜,郭德纲 / 潘斌龙 / 孟鹤堂 / 周九良 / 朱云峰 / 曹鹤阳 / 金霏 / 陈曦 / 潘阳 / 巩天阔 / 白凯南 / 张霜剑 / 宋宁 / 张浩 / 白鸽 / 孙建弘 / 高晓攀 / 来喜 / 林一霆 / 李鸣宇 / 郭阳 / 郭亮 / 卢正雨 / 波兰公平竞争组合 / 艾杰西 / 刘洋 / 高颖更多...,类型: 喜剧 / 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-01-26(中国大陆),,集数: 12,单集片长: 77分钟,又名: Top Funny Comedian,,欢乐喜剧人 第六季,https://www.douban.com/doubanapp/dispatch?uri=/tv/34947513,爱奇艺视频,VIP免费观看
4.8,9915人评价,2.9%,2.9%,36.9%,33.0%,19.3%,导演: 施嘉宁,编剧: 娄辰 / 孙瑜,郭德纲 / 潘斌龙 / 孟鹤堂 / 周九良 / 朱云峰 / 曹鹤阳 / 金霏 / 陈曦 / 潘阳 / 巩天阔 / 白凯南 / 张霜剑 / 宋宁 / 张浩 / 白鸽 / 孙建弘 / 高晓攀 / 来喜 / 林一霆 / 李鸣宇 / 郭阳 / 郭亮 / 卢正雨 / 波兰公平竞争组合 / 艾杰西 / 刘洋 / 高颖更多...,类型: 喜剧 / 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-01-26(中国大陆),,集数: 12,单集片长: 77分钟,又名: Top Funny Comedian,,欢乐喜剧人 第六季,https://www.douban.com/doubanapp/dispatch?uri=/tv/34947513,腾讯视频,VIP免费观看
5.6,4329人评价,11.4%,11.4%,37.1%,22.9%,15.7%,导演: 曾庆杰,编剧: 田川 / 刘文君 / 熊嘉南 / 钟祖瑶 / 李诺 / 马一泽,郭俊辰 / 李诺 / 吴泽南 / 程也晴 / 阳兵卓 / 刘骐 / 杨叙辰更多...,,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-07-16(中国大陆),,集数: 24,单集片长: 43分钟,又名: 夙语,IMDb: tt11766232,萦萦夙语亦难求,https://www.douban.com/doubanapp/dispatch?uri=/tv/34429771,芒果TV,VIP免费观看
5.8,5078人评价,4.9%,4.9%,52.2%,26.5%,3.8%,导演: 晏吉,编剧: 莫乃珊,萧亚轩 / 黄皓 / 金晨 / 金莎 / 张绍刚 / 程莉莎更多...,类型: 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-10-28(中国大陆),,集数: 12,,,,女儿们的恋爱 第三季,https://www.douban.com/doubanapp/dispatch?uri=/tv/35230255,芒果TV,VIP免费观看
6.2,13713人评价,19.0%,19.0%,27.7%,19.7%,14.6%,导演: 卫翰韬 / 徐惠康,编剧: 张杜同 / 杨之立 / 马艺宁 / 倪姗姗 / 班超,孙怡 / 金瀚 / 檀健次 / 罗秋韵 / 余承恩 / 张志坚 / 吕晨悦更多...,类型: 爱情 / 古装,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-11-23(中国大陆),,集数: 43,单集片长: 40分钟,又名: 玉昭词,IMDb: tt13464462,今夕何夕,https://www.douban.com/doubanapp/dispatch?uri=/tv/33456142,腾讯视频,VIP免费观看
6.4,2871人评价,6.8%,6.8%,46.6%,15.5%,2.7%,导演: 谢涤葵,,李承铉 / 陈飞宇 / 黄贯中 / 曹帅 / 洪天明,类型: 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-09-30(中国大陆网络),,集数: 12,单集片长: 90,又名: 想想办法吧爸爸,,想想办法吧！爸爸,https://www.douban.com/doubanapp/dispatch?uri=/tv/30279992,,
6.4,7734人评价,13.0%,13.0%,45.2%,12.4%,7.3%,导演: 游达志,编剧: 左曌阳,姜潮 / 尤靖茹 / 王安宇 / 汤梦佳 / 吴恙 / 曹力 / 郑国霖 / 凌非凡更多...,类型: 爱情 / 古装,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-08-13(中国大陆),,集数: 24,单集片长: 40分钟,,IMDb: tt12874672,女世子,https://www.douban.com/doubanapp/dispatch?uri=/tv/30484512,腾讯视频,VIP免费观看
6.6,6647人评价,11.6%,11.6%,44.2%,14.7%,2.7%,导演: 付滃 / 孙博,编剧: 何庆魁 / 李海兵,赵本山 / 毕畅 / 贺树峰 / 王小利 / 刘小光 / 唐鉴军 / 曹桐睿 / 宋晓峰 / 蔡维利 / 于月仙 / 马心怡 / 闫光明 / 唐娜更多...,类型: 喜剧 / 爱情,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-01-15(中国大陆),,集数: 60,单集片长: 42分钟,又名: 乡村爱情第十二部,,乡村爱情12,https://www.douban.com/doubanapp/dispatch?uri=/tv/34678008,优酷视频,VIP免费观看
7.2,5757人评价,12.6%,12.6%,35.1%,6.8%,1.0%,导演: 王淼,编剧: 王淼 / 小野败仔 / 方一青,季骜杰 / 孙鹏 / 陶典 / 张馨子 / 魏超 / 图特哈蒙更多...,类型: 动画,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-07-10(中国大陆),季数: 1,集数: 12,单集片长: 24分钟,又名: Are You OK,,有药,https://www.douban.com/doubanapp/dispatch?uri=/tv/34947683,爱奇艺视频,VIP免费观看
7.9,11768人评价,31.0%,31.0%,27.3%,3.3%,1.7%,导演: 陈涤,编剧: 沈磊珺,刘烨 / 阮经天 / 杨超越 / 黄明昊 / 杨迪 / 周深 / 更多...,类型: 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-01-04(中国大陆),,集数: 13,单集片长: 105分钟,,IMDb: tt12764642,了不起的长城,https://www.douban.com/doubanapp/dispatch?uri=/tv/34912568,咪咕视频,VIP免费观看
8.0,4871人评价,28.6%,28.6%,18.2%,3.9%,1.3%,导演: 贾炳祺,编剧: 贾炳祺,吴瑞淞 / 蒋袁娅蓉 / 王星玮 / 耿嘉唯 / 张艺奥 / 杨洋 Yang Yang / 管金麟 / 王婧 / 朱曦媛 / 王朝更多...,类型: 喜剧 / 爱情,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-10-10(中国大陆),季数: 3,集数: 12,,又名: 教室的那一间3,,教室的那一间 第三季,https://www.douban.com/doubanapp/dispatch?uri=/tv/35230612,爱奇艺视频,免费观看
8.1,6924人评价,24.8%,24.8%,20.4%,0.8%,0.0%,导演: 高蒿 / 张奉潮 / 刘清予,,李立宏,类型: 纪录片,制片国家/地区: 中国大陆,语言: 汉语普通话 / 粤语,2020-06-21(中国大陆),,集数: 3,单集片长: 50分钟,又名: A Bite of Dongguan,IMDb: tt12525326,寻味东莞,https://www.douban.com/doubanapp/dispatch?uri=/tv/35099748,哔哩哔哩,免费观看
8.2,1088人评价,30.3%,30.3%,17.1%,1.3%,0.0%,导演: 肥志,编剧: 祺哥 / 菜菜 / 阿潘,狐三少 / 山新 / 皇贞季 / 佟心竹 / 李兰陵,类型: 动画 / 历史,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-10-11(中国大陆),,集数: 13,单集片长: 6分钟,又名: 如果历史是一群喵 乱世三国篇,,如果历史是一群喵 第五季,https://www.douban.com/doubanapp/dispatch?uri=/tv/35208430,哔哩哔哩,免费观看
4.3,7645人评价,14.7%,14.7%,10.1%,12.4%,55.0%,导演: 高先明,编剧: 方泓仁 / 高尚,蒋依依 / 吴佳怡 / 代超 / 朱圣祎 / 崔雅涵 / 李亦航 / 魏巍 / 陶奕希 / 方家翊 / 吴廷烨 / 黄建群 / 师铭泽 / 胡龄萌 / 崔恩慈 / 丁鹤 / 李昕岳 / 夏嫣 / 魏炳桦 / 牟凤彬 / 吴恙 / 臧洪娜更多...,类型: 剧情 / 动作 / 古装,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-06-15(中国大陆),,集数: 48,单集片长: 45分钟,又名: 哪咤降妖记 / Legend of Nezha / Heroic Journey of Ne Zha,IMDb: tt8293592,哪吒降妖记,https://www.douban.com/doubanapp/dispatch?uri=/tv/27096716,优酷视频,VIP免费观看
4.3,7645人评价,14.7%,14.7%,10.1%,12.4%,55.0%,导演: 高先明,编剧: 方泓仁 / 高尚,蒋依依 / 吴佳怡 / 代超 / 朱圣祎 / 崔雅涵 / 李亦航 / 魏巍 / 陶奕希 / 方家翊 / 吴廷烨 / 黄建群 / 师铭泽 / 胡龄萌 / 崔恩慈 / 丁鹤 / 李昕岳 / 夏嫣 / 魏炳桦 / 牟凤彬 / 吴恙 / 臧洪娜更多...,类型: 剧情 / 动作 / 古装,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-06-15(中国大陆),,集数: 48,单集片长: 45分钟,又名: 哪咤降妖记 / Legend of Nezha / Heroic Journey of Ne Zha,IMDb: tt8293592,哪吒降妖记,https://www.douban.com/doubanapp/dispatch?uri=/tv/27096716,芒果TV,VIP免费观看
5.2,10412人评价,1.8%,1.8%,46.4%,32.1%,11.6%,导演: 柯翰辰,编剧: 简奇峰 / 林欣慧 / 酒小七,黄俊捷 / 孙千 / 查杰 / 洪杉杉 / 左腾云 / 张彤 / 董可飞 / 郭子渝更多...,类型: 爱情 / 古装,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-01-18(中国大陆),,集数: 28,单集片长: 42分钟,又名: 陛下请保重 / 陛下请自重,IMDb: tt11384070,萌医甜妻,https://www.douban.com/doubanapp/dispatch?uri=/tv/30465840,优酷视频,VIP免费观看
6.0,5836人评价,9.8%,9.8%,38.3%,18.8%,11.3%,导演: 史赫然,编剧: 史赫然,吴倩 / 杨玏 / 郑雅文 / 代旭 / 钟祺 / 王泊文 / 李彩桦 / 汤镇业 / 高曙光 / 高晓攀 / 冯文娟 / 苏可 / 李天柱 / 瑛子 / 蒋恺 / 杨凯迪 / 高远 / 杜子名 / 杨雨婷 / 朱宏嘉 / 茹萍 / 林鹏 / 孙敏 / 苇菁更多...,类型: 剧情 / 爱情 / 犯罪,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-10-21(中国大陆),,集数: 30,单集片长: 45分钟,,IMDb: tt13316478,黑色灯塔,https://www.douban.com/doubanapp/dispatch?uri=/tv/30425618,芒果TV,VIP免费观看
6.1,3217人评价,6.7%,6.7%,48.3%,11.7%,10.0%,导演: 世鑫,编剧: 任美璇 / 费丛笑 / 周萌龙 / 孙碧波 / 方兴未艾,李宏毅 / 施诗 / 杨泽 / 王沐暄 / 任胤菘 / 常华森 / 章严匀更多...,类型: 爱情 / 悬疑,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-06-18(中国大陆),,集数: 24,单集片长: 47分钟,,IMDb: tt12517818,时间倒数遇见你,https://www.douban.com/doubanapp/dispatch?uri=/tv/34456059,芒果TV,免费观看
6.1,3217人评价,6.7%,6.7%,48.3%,11.7%,10.0%,导演: 世鑫,编剧: 任美璇 / 费丛笑 / 周萌龙 / 孙碧波 / 方兴未艾,李宏毅 / 施诗 / 杨泽 / 王沐暄 / 任胤菘 / 常华森 / 章严匀更多...,类型: 爱情 / 悬疑,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-06-18(中国大陆),,集数: 24,单集片长: 47分钟,,IMDb: tt12517818,时间倒数遇见你,https://www.douban.com/doubanapp/dispatch?uri=/tv/34456059,腾讯视频,VIP免费观看
6.4,5073人评价,5.8%,5.8%,54.9%,12.8%,2.3%,导演: 邓衍成,编剧: 陈十三,张智霖 / 黄宗泽 / 周秀娜 / 陈豪 / 王浩信 / 王敏德 / 高海宁 / 吴业坤 / 马贯东 / 彭嘉伊 / 郑丹瑞 / 宋熙年 / 沈震轩 / 蔡洁 / 商天娥 / 崔建邦 / 李尔晨 / 麦秋成更多...,类型: 喜剧 / 动作,制片国家/地区: 中国香港 / 中国大陆,语言: 粤语,2020-11-19(中国大陆),,集数: 6,单集片长: 45分钟,,,非凡三侠,https://www.douban.com/doubanapp/dispatch?uri=/tv/34881068,优酷视频,VIP免费观看
6.5,5605人评价,8.0%,8.0%,47.7%,14.8%,2.3%,导演: 沈文帅,编剧: 周游 / 陈澍玲,宋洋 / 王鹤润 / 孙艺宁 / 杨业明 / 赫雷,类型: 悬疑 / 犯罪 / 奇幻,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-12-08(中国大陆),,集数: 24,单集片长: 45分钟,又名: 解梦师,IMDb: tt13587158,潜梦追凶,https://www.douban.com/doubanapp/dispatch?uri=/tv/30490150,腾讯视频,VIP免费观看
